"Community","Isolate1","Isolate2","Isolate1Freq","Isolate2Freq","Time","ErrorCellFreq1","CellFreq1"
"C11R2","1","7","95","5","T8",0.0337468279472524,0.892857142857143
"C11R2","1","8","95","5","T8",0.045720811704704,0.794871794871795
"C11R2","1","9","95","5","T8",0,1
"C11R2","1","10","95","5","T8",0,1
"C11R2","1","11","95","5","T8",0,0
"C11R2","1","12","95","5","T8",0.027180520787595,0.96078431372549
"C11R2","2","3","95","5","T8",NA,NA
"C11R2","2","4","95","5","T8",0,0
"C11R2","2","5","95","5","T8",0.0246855220726644,0.025
"C11R2","2","6","95","5","T8",0,0
"C11R2","2","7","95","5","T8",0.0993113462122019,0.347826086956522
"C11R2","2","8","95","5","T8",NA,NA
"C11R2","2","9","95","5","T8",0,1
"C11R2","2","10","95","5","T8",0,0
"C11R2","2","11","95","5","T8",0,0
"C11R2","2","12","95","5","T8",0.0644061188719531,0.0666666666666667
"C11R2","3","4","95","5","T8",0,0
"C11R2","3","5","95","5","T8",0.062489869213841,0.274509803921569
"C11R2","3","6","95","5","T8",0,0
"C11R2","3","7","95","5","T8",NA,NA
"C11R2","3","8","95","5","T8",0.0487339717240448,0.95
"C11R2","3","9","95","5","T8",0,1
"C11R2","3","10","95","5","T8",0,1
"C11R2","3","11","95","5","T8",0,0
"C11R2","3","12","95","5","T8",NA,NA
"C11R2","4","5","95","5","T8",0,1
"C11R2","4","6","95","5","T8",0,1
"C11R2","4","7","95","5","T8",0,1
"C11R2","4","8","95","5","T8",0,1
"C11R2","4","9","95","5","T8",0,1
"C11R2","4","10","95","5","T8",0,1
"C11R2","4","11","95","5","T8",0.0161072144847264,0.971698113207547
"C11R2","4","12","95","5","T8",0,1
"C11R2","5","6","95","5","T8",NA,NA
"C11R2","5","7","95","5","T8",0.0281328051253992,0.942028985507246
"C11R2","5","8","95","5","T8",0.0289760107689346,0.970588235294118
"C11R2","5","9","95","5","T8",0,1
"C11R2","5","10","95","5","T8",0,1
"C11R2","5","11","95","5","T8",0,0
"C11R2","5","12","95","5","T8",0.0364069094705277,0.870588235294118
"C11R2","6","7","95","5","T8",0,1
"C11R2","6","8","95","5","T8",0,1
"C11R2","6","9","95","5","T8",0,1
"C11R2","6","10","95","5","T8",0,1
"C11R2","6","11","95","5","T8",0,0
"C11R2","6","12","95","5","T8",0,1
"C11R2","7","8","95","5","T8",0,1
"C11R2","7","9","95","5","T8",0,1
"C11R2","7","10","95","5","T8",0,1
"C11R2","7","11","95","5","T8",0,0
"C11R2","7","12","95","5","T8",NA,NA
"C11R2","8","9","95","5","T8",NA,NA
"C11R2","8","10","95","5","T8",0,0
"C11R2","8","11","95","5","T8",0,0
"C11R2","8","12","95","5","T8",0.0403526082688256,0.0588235294117647
"C11R2","9","10","95","5","T8",0.0213861637513604,0.354
"C11R2","9","11","95","5","T8",0,0
"C11R2","9","12","95","5","T8",0,0
"C11R2","10","11","95","5","T8",0,0
"C11R2","10","12","95","5","T8",NA,NA
"C11R2","11","12","95","5","T8",0,1
"C11R5","1","2","5","95","T8",0,0
"C11R5","1","3","5","95","T8",NA,NA
"C11R5","1","4","5","95","T8",0,0
"C11R5","1","5","5","95","T8",NA,NA
"C11R5","2","3","5","95","T8",0.0101733930168556,0.985507246376812
"C11R5","2","4","5","95","T8",NA,NA
"C11R5","2","5","5","95","T8",0,1
"C11R5","3","4","5","95","T8",0,0
"C11R5","3","5","5","95","T8",0.0781424899005966,0.882352941176471
"C11R5","4","5","5","95","T8",0,1
"C11R5","1","2","50","50","T8",0.0121205333496783,0.0121951219512195
"C11R5","1","3","50","50","T8",NA,NA
"C11R5","1","4","50","50","T8",0.00966149311721652,0.00970873786407767
"C11R5","1","5","50","50","T8",0.0932952303175248,0.32
"C11R5","2","3","50","50","T8",0.0180088051137672,0.963302752293578
"C11R5","2","4","50","50","T8",NA,NA
"C11R5","2","5","50","50","T8",0,1
"C11R5","3","4","50","50","T8",0,0
"C11R5","3","5","50","50","T8",0.100068251628922,0.153846153846154
"C11R5","4","5","50","50","T8",0,1
"C11R5","1","2","95","5","T8",0,0
"C11R5","1","3","95","5","T8",NA,NA
"C11R5","1","4","95","5","T8",0,0
"C11R5","1","5","95","5","T8",NA,NA
"C11R5","2","3","95","5","T8",0,1
"C11R5","2","4","95","5","T8",NA,NA
"C11R5","2","5","95","5","T8",0,1
"C11R5","3","4","95","5","T8",0,0
"C11R5","3","5","95","5","T8",NA,NA
"C11R5","4","5","95","5","T8",0,1
