"Community","Isolate1","Isolate2","Isolate1Freq","Isolate2Freq","CellFreq1T0","CellFreq1T8","ErrorCellFreq1T0","ErrorCellFreq1T8"
"C1R7","3","5",50,50,0.35,0.342857142857143,0.0885329599640721,0.080232897144853
"C1R7","3","6",50,50,0.35,0.428571428571429,0.0900421290285831,0.0836485776813028
"C1R7","3","7",50,50,0.69047619047619,0,0.0675215579800763,0
"C1R7","4","5",50,50,0.60337552742616,0.986013986013986,0.0742674909164498,0.00982020373465789
"C1R7","4","6",50,50,0.606694560669456,1,0.0749543976711938,0
"C1R7","4","7",50,50,0.598290598290598,0,0.0743557106952771,0
"C1R7","5","6",50,50,0.475728155339806,0.489795918367347,0.0913517276185893,0.071413695124874
"C1R7","5","7",50,50,0.721649484536082,0,0.0649262796405422,0
"C1R7","6","7",50,50,0.654545454545455,0,0.0705692010812591,0
"C1R7","1","2",95,5,0.977562862669246,1,0.00689041989017963,0
"C1R7","1","3",95,5,0.972262075561932,1,0.00894396960293842,0
"C1R7","1","4",95,5,0.971748660496834,1,0.00946254528392615,0
"C1R7","1","5",95,5,0.969181721572795,1,0.00981332779843154,0
"C1R7","1","6",95,5,0.978203682826005,1,0.0071125538049877,0
"C1R7","1","7",95,5,0.977887914601601,0.42962962962963,0.0069313518962311,0.0426048172353643
"C1R7","2","3",95,5,0.945273631840796,0,0.0220666047595584,0
"C1R7","2","4",95,5,0.986915146708961,0,0.00538423971943742,0
"C1R7","2","5",95,5,0.964362850971922,0,0.0133159113418534,0
"C1R7","2","6",95,5,0.971867007672634,0,0.0110912097978535,0
"C1R7","2","7",95,5,0.986612576064909,0,0.00477642257548392,0
"C1R7","3","4",95,5,0.960866947621914,0.285714285714286,0.0128650725068637,0.0492903970958824
"C1R7","3","5",95,5,0.891122278056951,0.392857142857143,0.0413106783918616,0.0922961863016609
"C1R7","3","6",95,5,0.939365671641791,0.490566037735849,0.0202763450076333,0.0686680558448352
"C1R7","3","7",95,5,0.952761627906977,0,0.0149526506596921,0
"C1R7","4","5",95,5,0.971558245083207,1,0.00851712251730995,0
"C1R7","4","6",95,5,0.972957422324511,1,0.00820169274169113,0
"C1R7","4","7",95,5,0.963608207510647,0,0.0108876709718734,0
"C1R7","5","6",95,5,0.95169946332737,0.517857142857143,0.0165024618010334,0.0667726850763335
"C1R7","5","7",95,5,0.97741530740276,0,0.00716277419498653,0
"C1R7","6","7",95,5,0.973154362416107,0,0.00815131340222522,0
"C2R6","2","3",5,95,0.00750798722044728,0.148936170212766,0.00341297180612569,0.051931662832775
"C2R6","2","4",5,95,0.00814176245210728,0.490196078431373,0.00346936396805424,0.0700005438524918
"C2R6","3","4",5,95,0.000957360630385154,0,0.00197887254905064,0
"C2R6","2","3",50,50,0.235981308411215,0.0297029702970297,0.0552197711696794,0.0168924096413368
"C2R6","2","4",50,50,0.0865921787709497,0.612903225806452,0.0499684124749643,0.0874832447741257
"C2R6","3","4",50,50,0.0192307692307692,0,0.0362734874093344,0
"C2R6","2","3",95,5,0.670362903225806,0.142857142857143,0.126688748627469,0.0591484765150589
"C2R6","2","4",95,5,0.549586776859504,0.857142857142857,0.221455522645507,0.0763603548321212
"C2R6","3","4",95,5,0.570913461538462,1,0.143148873995252,0
"C2R8","2","3",5,95,0.00388699279484262,1,0.00240118865494292,0
"C2R8","2","4",5,95,0.00322550042690447,1,0.00235032975242405,0
"C2R8","3","4",5,95,NA,NA,NA,NA
"C2R8","2","3",50,50,0.0627118644067797,1,0.0398473822227316,0
"C2R8","2","4",50,50,0.0595238095238095,1,0.0398785049975996,0
"C2R8","3","4",50,50,NA,NA,NA,NA
"C2R8","2","3",95,5,0.627358490566038,1,0.1250117973892,0
"C2R8","2","4",95,5,0.578827113480579,1,0.154502646195194,0
"C2R8","3","4",95,5,NA,NA,NA,NA
"C4R1","1","2",5,95,0.418367346938776,0,0.150918866888875,0
"C4R1","1","3",5,95,NA,NA,NA,NA
"C4R1","2","3",5,95,0.0715909090909091,0.952380952380952,0.0215462828412534,0.0268302938009053
"C4R1","1","2",50,50,0.917808219178082,0.992537313432836,0.0467996572816595,0.00743478857580354
"C4R1","1","3",50,50,NA,NA,NA,NA
"C4R1","2","3",50,50,0.758426966292135,1,0.056948118468941,0
"C4R1","1","2",95,5,0.991058122205663,0.928571428571429,0.00551051932273788,0.0307818431204048
"C4R1","1","3",95,5,NA,NA,NA,NA
"C4R1","2","3",95,5,0.982075864943726,1,0.00548378948422711,0
"C7R1","2","3",5,95,0.0127813281467074,0,0.00401862895189661,0
"C7R1","2","4",5,95,0.0189148143034654,0,0.00513885005112082,0
"C7R1","3","4",5,95,NA,NA,NA,NA
"C7R1","2","3",50,50,0.134259259259259,0,0.0477015166328015,0
"C7R1","2","4",50,50,0.126168224299065,0,0.0474224245510762,0
"C7R1","3","4",50,50,NA,NA,NA,NA
"C7R1","2","3",95,5,0.767557489123679,0,0.0681168701254642,0
"C7R1","2","4",95,5,0.875166889185581,0,0.03019683985604,0
"C7R1","3","4",95,5,NA,NA,NA,NA
"C8R4","2","3",5,95,0.0300572519083969,0.801587301587302,0.00791954628184405,0.035528336502198
"C8R4","2","3",50,50,0.189393939393939,0.66,0.0586438359526781,0.0669925368977769
"C8R4","2","3",95,5,0.916731517509728,0.741935483870968,0.0207976272519258,0.0392949169375634
"C10R2","2","3",5,95,0.00422782386726228,1,0.0022666508162654,0
"C10R2","2","3",50,50,0.142297650130548,0.990825688073395,0.0407149177885012,0.0091321309586862
"C10R2","2","3",95,5,0.638215859030837,0.967213114754098,0.111346778360408,0.0228005987129378
"C11R1","1","2",5,95,0.407932011331445,0.305555555555556,0.164926371475458,0.0383868609994838
"C11R1","1","3",5,95,0.18359375,1,0.123359574020466,0
"C11R1","1","4",5,95,NA,NA,NA,NA
"C11R1","1","5",5,95,0.488997555012225,0,0.193276429307329,0
"C11R1","1","6",5,95,0.486486486486487,1,0.236443667642701,0
"C11R1","1","7",5,95,0.330128205128205,0.0679611650485437,0.200519311242218,0.0247986934148822
"C11R1","1","8",5,95,0.39067055393586,0.238805970149254,0.182900852690918,0.0368313703460733
"C11R1","1","9",5,95,0.27681660899654,0.0125,0.178837690920995,0.0124216293214699
"C11R1","2","3",5,95,0.0602150537634409,0.928571428571429,0.0207013045349503,0.0344151468449797
"C11R1","2","4",5,95,0.05,0.239130434782609,0.0171279125267392,0.0628917409977151
"C11R1","2","5",5,95,0.10174717368962,0,0.0316064399019095,0
"C11R1","2","6",5,95,0.0895833333333333,0,0.0303121494613796,0
"C11R1","2","7",5,95,0.0592034445640474,0,0.0210527490378175,0
"C11R1","2","8",5,95,NA,NA,NA,NA
"C11R1","2","9",5,95,0.00114285714285714,0,0.0077529925488043,0
"C11R1","3","4",5,95,0.0181950509461426,0.28,0.00816135978545291,0.0897997772825746
"C11R1","3","5",5,95,0.0631944444444444,0,0.0193173738315186,0
"C11R1","3","6",5,95,0.0605849582172702,0,0.0192519668676493,0
"C11R1","3","7",5,95,0.0709366391184573,0,0.0218528926972733,0
"C11R1","3","8",5,95,0.0405405405405405,0.0350877192982456,0.0134492351359567,0.0243716009785524
"C11R1","3","9",5,95,0.0398576512455516,0,0.0135463901584917,0
"C11R1","4","5",5,95,0.101477832512315,0,0.0311929422825813,0
"C11R1","4","6",5,95,0.0889110889110889,0,0.029674550590808,0
"C11R1","4","7",5,95,0.0759878419452888,0,0.0255834064989276,0
"C11R1","4","8",5,95,0.0712830957230143,0.514285714285714,0.0231111300818715,0.0597370330660431
"C11R1","4","9",5,95,0.0338983050847458,1,0.0134949552007887,0
"C11R1","5","6",5,95,0.0804059328649493,0.0194174757281553,0.0252849894224604,0.0135962721063289
"C11R1","5","7",5,95,0.076078431372549,0,0.0238721288297906,0
"C11R1","5","8",5,95,0.114951164537941,1,0.0328278433317022,0
"C11R1","5","9",5,95,0.0973180076628353,1,0.0293752117335048,0
"C11R1","6","7",5,95,0.0402061855670103,0.346153846153846,0.0128553231137874,0.0538672824142992
"C11R1","6","8",5,95,0.0629089079013588,1,0.01847573407533,0
"C11R1","6","9",5,95,0.0475703324808184,1,0.0147430427885298,0
"C11R1","7","8",5,95,0.0531914893617021,1,0.0161757834705376,0
"C11R1","7","9",5,95,0.0521300448430493,1,0.0161441637401271,0
"C11R1","8","9",5,95,NA,NA,NA,NA
"C11R1","1","2",50,50,NA,NA,NA,NA
"C11R1","1","3",50,50,NA,NA,NA,NA
"C11R1","1","4",50,50,NA,NA,NA,NA
"C11R1","1","5",50,50,0.879120879120879,0.125,0.0822948208417078,0.0369754986443726
"C11R1","1","6",50,50,0.825396825396825,0.0576923076923077,0.136689806814534,0.0323335695183349
"C11R1","1","7",50,50,0.910569105691057,0.00892857142857143,0.0738312326687292,0.00888862236273364
"C11R1","1","8",50,50,0.947115384615385,0.0203045685279188,0.0384737053581798,0.0100486868159448
"C11R1","1","9",50,50,0.875,0.012987012987013,0.0977177998183697,0.0129024061385767
"C11R1","2","3",50,50,0.544554455445544,1,0.0909103977630766,0
"C11R1","2","4",50,50,0.51063829787234,0.458333333333333,0.0894893494230994,0.0719177610319721
"C11R1","2","5",50,50,0.622950819672131,0,0.0823313184888385,0
"C11R1","2","6",50,50,0.596491228070175,0,0.0906546159650422,0
"C11R1","2","7",50,50,0.530612244897959,0,0.0947331014093994,0
"C11R1","2","8",50,50,NA,NA,NA,NA
"C11R1","2","9",50,50,NA,NA,NA,NA
"C11R1","3","4",50,50,0.236559139784946,0.136363636363636,0.0888091616295991,0.0731650049984536
"C11R1","3","5",50,50,0.492857142857143,0,0.0839516004259446,0
"C11R1","3","6",50,50,0.492857142857143,0,0.0865680603050162,0
"C11R1","3","7",50,50,0.462121212121212,0,0.0869396067373418,0
"C11R1","3","8",50,50,0.387931034482759,0.0444444444444444,0.0865152363013222,0.0307206538567818
"C11R1","3","9",50,50,0.382608695652174,0.0227272727272727,0.0881745736567701,0.0224675239369128
"C11R1","4","5",50,50,0.586206896551724,0,0.0850340870692312,0
"C11R1","4","6",50,50,0.529411764705882,0,0.0947353870783873,0
"C11R1","4","7",50,50,0.630769230769231,0,0.0844134516344886,0
"C11R1","4","8",50,50,0.52,0.673076923076923,0.0899347190800082,0.0650509236465829
"C11R1","4","9",50,50,0.428571428571429,0.944444444444444,0.0979479868884456,0.0381769039409043
"C11R1","5","6",50,50,0.560283687943262,0.126582278481013,0.0857086250880597,0.0374096726907624
"C11R1","5","7",50,50,0.566433566433566,0.160493827160494,0.0844342040927414,0.040784825095524
"C11R1","5","8",50,50,0.664864864864865,1,0.0723964691023039,0
"C11R1","5","9",50,50,0.507936507936508,1,0.0876952178652713,0
"C11R1","6","7",50,50,0.350993377483444,0.358490566037736,0.0820559015552923,0.0658722434315922
"C11R1","6","8",50,50,0.48421052631579,1,0.0803599662050471,0
"C11R1","6","9",50,50,0.420118343195266,1,0.0822534792889185,0
"C11R1","7","8",50,50,0.582159624413146,1,0.0765712684679633,0
"C11R1","7","9",50,50,0.450617283950617,1,0.0832771809615693,0
"C11R1","8","9",50,50,0.0161290322580645,1,0.124050357815511,0
"C11R1","1","2",95,5,0.996793937627514,0.488888888888889,0.00218182111625373,0.0372585965628423
"C11R1","1","3",95,5,0.984593837535014,1,0.0125123113840893,0
"C11R1","1","4",95,5,NA,NA,NA,NA
"C11R1","1","5",95,5,0.990443092962641,0.116666666666667,0.00733842741210168,0.0414438486701295
"C11R1","1","6",95,5,0.994127068873465,0.0612244897959184,0.00552855152972426,0.02421756228256
"C11R1","1","7",95,5,0.991557943207982,0.0588235294117647,0.00759630528224548,0.0285336029454509
"C11R1","1","8",95,5,0.994410569105691,0.145631067961165,0.00427210780691736,0.034756107238098
"C11R1","1","9",95,5,0.989767441860465,0.0892857142857143,0.00905778596509827,0.0381055337915552
"C11R1","2","3",95,5,0.951983298538622,0.9375,0.0170496361110701,0.0349385621484342
"C11R1","2","4",95,5,0.935302390998594,0.457142857142857,0.0231084943964872,0.0842043882986294
"C11R1","2","5",95,5,0.978840846366145,0,0.0071317070995976,0
"C11R1","2","6",95,5,0.968728755948334,0,0.0113384414887886,0
"C11R1","2","7",95,5,0.981717011128776,0,0.00648101418344125,0
"C11R1","2","8",95,5,NA,NA,NA,NA
"C11R1","2","9",95,5,NA,NA,NA,NA
"C11R1","3","4",95,5,0.681614349775785,0.25,0.238174387761946,0.153093108923949
"C11R1","3","5",95,5,0.974002196997437,0,0.00806818417278459,0
"C11R1","3","6",95,5,0.956917475728155,0,0.0140016281377726,0
"C11R1","3","7",95,5,0.966556759302873,0,0.0106888229725038,0
"C11R1","3","8",95,5,0.900976290097629,0.0588235294117647,0.0355888702556772,0.0403526082688256
"C11R1","3","9",95,5,0.935278030993619,0,0.0215729182859396,0
"C11R1","4","5",95,5,0.979381443298969,0,0.00687298086105479,0
"C11R1","4","6",95,5,0.976505139500734,0,0.00835096063012134,0
"C11R1","4","7",95,5,0.978319783197832,0,0.00758607155771894,0
"C11R1","4","8",95,5,0.911439114391144,0.538461538461538,0.0345375857808087,0.0977675245080373
"C11R1","4","9",95,5,0.95,1,0.0180099381804572,0
"C11R1","5","6",95,5,0.96712619300106,0.40625,0.010913041395661,0.0501259806117712
"C11R1","5","7",95,5,0.975875486381323,0.416666666666667,0.00788977568243263,0.0429107208787031
"C11R1","5","8",95,5,0.94585152838428,1,0.0177826224788577,0
"C11R1","5","9",95,5,0.965745856353591,1,0.0112327536488093,0
"C11R1","6","7",95,5,0.947453083109919,0.247311827956989,0.0162241754709449,0.0447392310235204
"C11R1","6","8",95,5,0.941492537313433,1,0.0179491369103262,0
"C11R1","6","9",95,5,0.951866404715128,1,0.0147736155984294,0
"C11R1","7","8",95,5,0.929755327545383,1,0.0222873943625107,0
"C11R1","7","9",95,5,0.949460533787621,1,0.0157659032873217,0
"C11R1","8","9",95,5,0.2375,1,1.41564717709588,0
"C11R2","1","2",5,95,0.126436781609195,0.709090909090909,0.0591927800973342,0.0612418442415043
"C11R2","1","3",5,95,0.12037037037037,0.807692307692308,0.0471138015283397,0.054653707697962
"C11R2","1","4",5,95,0.241516966067864,0,0.0882278522442633,0
"C11R2","1","5",5,95,0.114219114219114,0.918367346938776,0.0470677766678195,0.0391148917346902
"C11R2","1","6",5,95,0.24901185770751,0.0317460317460317,0.091967614075222,0.0156190312318759
"C11R2","1","7",5,95,0.29368029739777,0.879746835443038,0.0942393305713261,0.0258760850651225
"C11R2","1","8",5,95,0.314079422382671,0.885057471264368,0.116764300186253,0.024179732158596
"C11R2","1","9",5,95,0.114219114219114,1,0.0502240533502774,0
"C11R2","1","10",5,95,0.0865384615384615,1,0.0390101429628065,0
"C11R2","1","11",5,95,0.107981220657277,0,0.0456944518078146,0
"C11R2","1","12",5,95,0.0909090909090909,1,0.0391538828032795,0
"C11R2","2","3",5,95,0.0100200400801603,0.2,0.00657373517667191,0.103279555898864
"C11R2","2","4",5,95,0.063802905874921,0,0.0191496579617711,0
"C11R2","2","5",5,95,0.037037037037037,0.0175438596491228,0.0122338355591954,0.0173892851853808
"C11R2","2","6",5,95,0.063802905874921,0,0.0192108087977348,0
"C11R2","2","7",5,95,0.0243581303489138,0.0540540540540541,0.00921834083268704,0.0371746111029933
"C11R2","2","8",5,95,NA,NA,NA,NA
"C11R2","2","9",5,95,0.164128595600677,0.604810996563574,0.0426279078446218,0.0286593126705249
"C11R2","2","10",5,95,0.178492239467849,0.487577639751553,0.045366460766994,0.027855309660664
"C11R2","2","11",5,95,0.0407766990291262,0,0.0131947634094021,0
"C11R2","2","12",5,95,0.0113408939292862,0.117647058823529,0.00676198416990617,0.0781424899005966
"C11R2","3","4",5,95,0.143776824034335,0,0.0427900948408749,0
"C11R2","3","5",5,95,NA,NA,NA,NA
"C11R2","3","6",5,95,NA,NA,NA,NA
"C11R2","3","7",5,95,NA,NA,NA,NA
"C11R2","3","8",5,95,0.113333333333333,0.92156862745098,0.0371522334990754,0.0266200374826817
"C11R2","3","9",5,95,0.0511296076099881,1,0.0183395468719251,0
"C11R2","3","10",5,95,0.0556213017751479,1,0.0194370511062078,0
"C11R2","3","11",5,95,0.0488676996424315,0,0.0173950406092737,0
"C11R2","3","12",5,95,0.0611764705882353,1,0.0206664108619337,0
"C11R2","4","5",5,95,0.0944946589975349,1,0.0276671022035845,0
"C11R2","4","6",5,95,0.0869925434962718,1,0.0262572338668582,0
"C11R2","4","7",5,95,0.0967213114754098,1,0.0281794168168834,0
"C11R2","4","8",5,95,0.075503355704698,1,0.0239203538348946,0
"C11R2","4","9",5,95,0.0676818950930626,1,0.0211925322038942,0
"C11R2","4","10",5,95,0.0831946755407654,1,0.0251058726018196,0
"C11R2","4","11",5,95,0.0483592400690846,0,0.0159122712067939,0
"C11R2","4","12",5,95,0.114859437751004,1,0.0326759492094341,0
"C11R2","5","6",5,95,0.103946102021174,0,0.0316712687318111,0
"C11R2","5","7",5,95,0.0809476801579467,0.878048780487805,0.0249948892971321,0.0361364486579118
"C11R2","5","8",5,95,0.0421810699588477,1,0.0156119606147546,0
"C11R2","5","9",5,95,0.0538617886178862,1,0.0182642745406236,0
"C11R2","5","10",5,95,0.0699300699300699,1,0.0224684327436856,0
"C11R2","5","11",5,95,0.0538617886178862,0,0.0179958066910414,0
"C11R2","5","12",5,95,0.0736318407960199,0.878378378378378,0.023168663489076,0.0379953416020446
"C11R2","6","7",5,95,0.0775254502740799,1,0.0231087111181244,0
"C11R2","6","8",5,95,0.101449275362319,1,0.0303291095209618,0
"C11R2","6","9",5,95,0.106899166034875,1,0.0308755414639092,0
"C11R2","6","10",5,95,0.145137880986938,1,0.0396214844896348,0
"C11R2","6","11",5,95,0.0224066390041494,0,0.00940050081593263,0
"C11R2","6","12",5,95,0.0724409448818898,1,0.0218695644984832,0
"C11R2","7","8",5,95,0.0161812297734628,0.933333333333333,0.00921343491716114,0.0644061188719531
"C11R2","7","9",5,95,0.0349206349206349,1,0.0133174198021815,0
"C11R2","7","10",5,95,0.0349206349206349,1,0.0132431811734237,0
"C11R2","7","11",5,95,0.0389884088514226,0,0.0141802359889618,0
"C11R2","7","12",5,95,NA,NA,NA,NA
"C11R2","8","9",5,95,0.0873842592592593,0,0.0249772344393593,0
"C11R2","8","10",5,95,0.182901554404145,0.354107648725212,0.0459515229443993,0.025454253908498
"C11R2","8","11",5,95,0.015605493133583,0,0.00730215730267018,0
"C11R2","8","12",5,95,0.00692695214105793,0,0.00607069878798139,0
"C11R2","9","10",5,95,0.262253341820496,0.327669902912621,0.061572313256647,0.0231238926598089
"C11R2","9","11",5,95,0.0202874049027895,0,0.00900963799787045,0
"C11R2","9","12",5,95,0.0260504201680672,0,0.0102281004830761,0
"C11R2","10","11",5,95,0.0295698924731183,0,0.0112589774335936,0
"C11R2","10","12",5,95,0.0207956600361664,0,0.00930354996379745,0
"C11R2","11","12",5,95,0.0509125840537944,1,0.0169192844797008,0
"C11R2","1","2",50,50,0.881656804733728,0.899328859060403,0.0553582965837733,0.024650096630699
"C11R2","1","3",50,50,0.772727272727273,1,0.0775367555849146,0
"C11R2","1","4",50,50,0.841269841269841,0,0.0643715753622077,0
"C11R2","1","5",50,50,0.574468085106383,1,0.118638493768984,0
"C11R2","1","6",50,50,0.814814814814815,0.0795454545454545,0.0744100241359278,0.028844799280454
"C11R2","1","7",50,50,0.72972972972973,1,0.0909070545811664,0
"C11R2","1","8",50,50,0.807692307692308,0.904761904761905,0.0844968225822999,0.0320282242445023
"C11R2","1","9",50,50,0.6,1,0.122452276418203,0
"C11R2","1","10",50,50,0.672131147540984,1,0.10795871436255,0
"C11R2","1","11",50,50,0.801980198019802,0,0.0742583568562186,0
"C11R2","1","12",50,50,0.74025974025974,0.947368421052632,0.089517656612824,0.0295763940499482
"C11R2","2","3",50,50,0.1875,0.166666666666667,0.0879439305943589,0.0878410461157883
