q,q2,seed,S,exp_id
0.35,0.55,47,200,4954
0.45,0.55,47,200,4955
0.55,0.55,47,200,4956
0.65,0.55,47,200,4957
0.75,0.55,47,200,4958
0.85,0.55,47,200,4959
0.95,0.55,47,200,4960
0.05,0.65,47,200,4961
0.15,0.65,47,200,4962
0.25,0.65,47,200,4963
0.35,0.65,47,200,4964
0.45,0.65,47,200,4965
0.55,0.65,47,200,4966
0.65,0.65,47,200,4967
0.75,0.65,47,200,4968
0.85,0.65,47,200,4969
0.95,0.65,47,200,4970
0.05,0.75,47,200,4971
0.15,0.75,47,200,4972
0.25,0.75,47,200,4973
0.35,0.75,47,200,4974
0.45,0.75,47,200,4975
0.55,0.75,47,200,4976
0.65,0.75,47,200,4977
0.75,0.75,47,200,4978
0.85,0.75,47,200,4979
0.95,0.75,47,200,4980
0.05,0.85,47,200,4981
0.15,0.85,47,200,4982
0.25,0.85,47,200,4983
0.35,0.85,47,200,4984
0.45,0.85,47,200,4985
0.55,0.85,47,200,4986
0.65,0.85,47,200,4987
0.75,0.85,47,200,4988
0.85,0.85,47,200,4989
0.95,0.85,47,200,4990
0.05,0.95,47,200,4991
0.15,0.95,47,200,4992
0.25,0.95,47,200,4993
0.35,0.95,47,200,4994
0.45,0.95,47,200,4995
0.55,0.95,47,200,4996
0.65,0.95,47,200,4997
0.75,0.95,47,200,4998
0.85,0.95,47,200,4999
0.95,0.95,47,200,5000
0.05,0.05,48,200,5001
0.15,0.05,48,200,5002
0.25,0.05,48,200,5003
0.35,0.05,48,200,5004
0.45,0.05,48,200,5005
0.55,0.05,48,200,5006
0.65,0.05,48,200,5007
0.75,0.05,48,200,5008
0.85,0.05,48,200,5009
0.95,0.05,48,200,5010
0.05,0.15,48,200,5011
0.15,0.15,48,200,5012
0.25,0.15,48,200,5013
0.35,0.15,48,200,5014
0.45,0.15,48,200,5015
0.55,0.15,48,200,5016
0.65,0.15,48,200,5017
0.75,0.15,48,200,5018
0.85,0.15,48,200,5019
0.95,0.15,48,200,5020
0.05,0.25,48,200,5021
0.15,0.25,48,200,5022
0.25,0.25,48,200,5023
0.35,0.25,48,200,5024
0.45,0.25,48,200,5025
0.55,0.25,48,200,5026
0.65,0.25,48,200,5027
0.75,0.25,48,200,5028
0.85,0.25,48,200,5029
0.95,0.25,48,200,5030
0.05,0.35,48,200,5031
0.15,0.35,48,200,5032
0.25,0.35,48,200,5033
0.35,0.35,48,200,5034
0.45,0.35,48,200,5035
0.55,0.35,48,200,5036
0.65,0.35,48,200,5037
0.75,0.35,48,200,5038
0.85,0.35,48,200,5039
0.95,0.35,48,200,5040
0.05,0.45,48,200,5041
0.15,0.45,48,200,5042
0.25,0.45,48,200,5043
0.35,0.45,48,200,5044
0.45,0.45,48,200,5045
0.55,0.45,48,200,5046
0.65,0.45,48,200,5047
0.75,0.45,48,200,5048
0.85,0.45,48,200,5049
0.95,0.45,48,200,5050
0.05,0.55,48,200,5051
0.15,0.55,48,200,5052
0.25,0.55,48,200,5053
0.35,0.55,48,200,5054
0.45,0.55,48,200,5055
0.55,0.55,48,200,5056
0.65,0.55,48,200,5057
0.75,0.55,48,200,5058
0.85,0.55,48,200,5059
0.95,0.55,48,200,5060
0.05,0.65,48,200,5061
0.15,0.65,48,200,5062
0.25,0.65,48,200,5063
0.35,0.65,48,200,5064
0.45,0.65,48,200,5065
0.55,0.65,48,200,5066
0.65,0.65,48,200,5067
0.75,0.65,48,200,5068
0.85,0.65,48,200,5069
0.95,0.65,48,200,5070
0.05,0.75,48,200,5071
0.15,0.75,48,200,5072
0.25,0.75,48,200,5073
0.35,0.75,48,200,5074
0.45,0.75,48,200,5075
0.55,0.75,48,200,5076
0.65,0.75,48,200,5077
0.75,0.75,48,200,5078
0.85,0.75,48,200,5079
0.95,0.75,48,200,5080
0.05,0.85,48,200,5081
0.15,0.85,48,200,5082
0.25,0.85,48,200,5083
0.35,0.85,48,200,5084
0.45,0.85,48,200,5085
0.55,0.85,48,200,5086
0.65,0.85,48,200,5087
0.75,0.85,48,200,5088
0.85,0.85,48,200,5089
0.95,0.85,48,200,5090
0.05,0.95,48,200,5091
0.15,0.95,48,200,5092
0.25,0.95,48,200,5093
0.35,0.95,48,200,5094
0.45,0.95,48,200,5095
0.55,0.95,48,200,5096
0.65,0.95,48,200,5097
0.75,0.95,48,200,5098
0.85,0.95,48,200,5099
0.95,0.95,48,200,5100
0.05,0.05,49,200,5101
0.15,0.05,49,200,5102
0.25,0.05,49,200,5103
0.35,0.05,49,200,5104
0.45,0.05,49,200,5105
0.55,0.05,49,200,5106
0.65,0.05,49,200,5107
0.75,0.05,49,200,5108
0.85,0.05,49,200,5109
0.95,0.05,49,200,5110
0.05,0.15,49,200,5111
0.15,0.15,49,200,5112
0.25,0.15,49,200,5113
0.35,0.15,49,200,5114
0.45,0.15,49,200,5115
0.55,0.15,49,200,5116
0.65,0.15,49,200,5117
0.75,0.15,49,200,5118
0.85,0.15,49,200,5119
0.95,0.15,49,200,5120
0.05,0.25,49,200,5121
0.15,0.25,49,200,5122
0.25,0.25,49,200,5123
0.35,0.25,49,200,5124
0.45,0.25,49,200,5125
0.55,0.25,49,200,5126
0.65,0.25,49,200,5127
0.75,0.25,49,200,5128
0.85,0.25,49,200,5129
0.95,0.25,49,200,5130
0.05,0.35,49,200,5131
0.15,0.35,49,200,5132
0.25,0.35,49,200,5133
0.35,0.35,49,200,5134
0.45,0.35,49,200,5135
0.55,0.35,49,200,5136
0.65,0.35,49,200,5137
0.75,0.35,49,200,5138
0.85,0.35,49,200,5139
0.95,0.35,49,200,5140
0.05,0.45,49,200,5141
0.15,0.45,49,200,5142
0.25,0.45,49,200,5143
0.35,0.45,49,200,5144
0.45,0.45,49,200,5145
0.55,0.45,49,200,5146
0.65,0.45,49,200,5147
0.75,0.45,49,200,5148
0.85,0.45,49,200,5149
0.95,0.45,49,200,5150
0.05,0.55,49,200,5151
0.15,0.55,49,200,5152
0.25,0.55,49,200,5153
0.35,0.55,49,200,5154
0.45,0.55,49,200,5155
0.55,0.55,49,200,5156
0.65,0.55,49,200,5157
0.75,0.55,49,200,5158
0.85,0.55,49,200,5159
0.95,0.55,49,200,5160
0.05,0.65,49,200,5161
0.15,0.65,49,200,5162
0.25,0.65,49,200,5163
0.35,0.65,49,200,5164
0.45,0.65,49,200,5165
0.55,0.65,49,200,5166
0.65,0.65,49,200,5167
0.75,0.65,49,200,5168
0.85,0.65,49,200,5169
0.95,0.65,49,200,5170
0.05,0.75,49,200,5171
0.15,0.75,49,200,5172
0.25,0.75,49,200,5173
0.35,0.75,49,200,5174
0.45,0.75,49,200,5175
0.55,0.75,49,200,5176
0.65,0.75,49,200,5177
0.75,0.75,49,200,5178
0.85,0.75,49,200,5179
0.95,0.75,49,200,5180
0.05,0.85,49,200,5181
0.15,0.85,49,200,5182
0.25,0.85,49,200,5183
0.35,0.85,49,200,5184
0.45,0.85,49,200,5185
0.55,0.85,49,200,5186
0.65,0.85,49,200,5187
0.75,0.85,49,200,5188
0.85,0.85,49,200,5189
0.95,0.85,49,200,5190
0.05,0.95,49,200,5191
0.15,0.95,49,200,5192
0.25,0.95,49,200,5193
0.35,0.95,49,200,5194
0.45,0.95,49,200,5195
0.55,0.95,49,200,5196
0.65,0.95,49,200,5197
0.75,0.95,49,200,5198
0.85,0.95,49,200,5199
0.95,0.95,49,200,5200
0.05,0.05,50,200,5201
0.15,0.05,50,200,5202
0.25,0.05,50,200,5203
0.35,0.05,50,200,5204
0.45,0.05,50,200,5205
0.55,0.05,50,200,5206
0.65,0.05,50,200,5207
0.75,0.05,50,200,5208
0.85,0.05,50,200,5209
0.95,0.05,50,200,5210
0.05,0.15,50,200,5211
0.15,0.15,50,200,5212
0.25,0.15,50,200,5213
0.35,0.15,50,200,5214
0.45,0.15,50,200,5215
0.55,0.15,50,200,5216
0.65,0.15,50,200,5217
0.75,0.15,50,200,5218
0.85,0.15,50,200,5219
0.95,0.15,50,200,5220
0.05,0.25,50,200,5221
0.15,0.25,50,200,5222
0.25,0.25,50,200,5223
0.35,0.25,50,200,5224
0.45,0.25,50,200,5225
0.55,0.25,50,200,5226
0.65,0.25,50,200,5227
0.75,0.25,50,200,5228
0.85,0.25,50,200,5229
0.95,0.25,50,200,5230
0.05,0.35,50,200,5231
0.15,0.35,50,200,5232
0.25,0.35,50,200,5233
0.35,0.35,50,200,5234
0.45,0.35,50,200,5235
0.55,0.35,50,200,5236
0.65,0.35,50,200,5237
0.75,0.35,50,200,5238
0.85,0.35,50,200,5239
0.95,0.35,50,200,5240
0.05,0.45,50,200,5241
0.15,0.45,50,200,5242
0.25,0.45,50,200,5243
0.35,0.45,50,200,5244
0.45,0.45,50,200,5245
0.55,0.45,50,200,5246
0.65,0.45,50,200,5247
0.75,0.45,50,200,5248
0.85,0.45,50,200,5249
0.95,0.45,50,200,5250
0.05,0.55,50,200,5251
0.15,0.55,50,200,5252
0.25,0.55,50,200,5253
0.35,0.55,50,200,5254
0.45,0.55,50,200,5255
0.55,0.55,50,200,5256
0.65,0.55,50,200,5257
0.75,0.55,50,200,5258
0.85,0.55,50,200,5259
0.95,0.55,50,200,5260
0.05,0.65,50,200,5261
0.15,0.65,50,200,5262
0.25,0.65,50,200,5263
0.35,0.65,50,200,5264
0.45,0.65,50,200,5265
0.55,0.65,50,200,5266
0.65,0.65,50,200,5267
0.75,0.65,50,200,5268
0.85,0.65,50,200,5269
0.95,0.65,50,200,5270
0.05,0.75,50,200,5271
0.15,0.75,50,200,5272
0.25,0.75,50,200,5273
0.35,0.75,50,200,5274
0.45,0.75,50,200,5275
0.55,0.75,50,200,5276
0.65,0.75,50,200,5277
0.75,0.75,50,200,5278
0.85,0.75,50,200,5279
0.95,0.75,50,200,5280
0.05,0.85,50,200,5281
0.15,0.85,50,200,5282
0.25,0.85,50,200,5283
0.35,0.85,50,200,5284
0.45,0.85,50,200,5285
0.55,0.85,50,200,5286
0.65,0.85,50,200,5287
0.75,0.85,50,200,5288
0.85,0.85,50,200,5289
0.95,0.85,50,200,5290
0.05,0.95,50,200,5291
0.15,0.95,50,200,5292
0.25,0.95,50,200,5293
0.35,0.95,50,200,5294
0.45,0.95,50,200,5295
0.55,0.95,50,200,5296
0.65,0.95,50,200,5297
0.75,0.95,50,200,5298
0.85,0.95,50,200,5299
0.95,0.95,50,200,5300
0.05,0.05,51,200,5301
0.15,0.05,51,200,5302
0.25,0.05,51,200,5303
0.35,0.05,51,200,5304
0.45,0.05,51,200,5305
0.55,0.05,51,200,5306
0.65,0.05,51,200,5307
0.75,0.05,51,200,5308
0.85,0.05,51,200,5309
0.95,0.05,51,200,5310
0.05,0.15,51,200,5311
0.15,0.15,51,200,5312
0.25,0.15,51,200,5313
0.35,0.15,51,200,5314
0.45,0.15,51,200,5315
0.55,0.15,51,200,5316
0.65,0.15,51,200,5317
0.75,0.15,51,200,5318
0.85,0.15,51,200,5319
0.95,0.15,51,200,5320
0.05,0.25,51,200,5321
0.15,0.25,51,200,5322
0.25,0.25,51,200,5323
0.35,0.25,51,200,5324
0.45,0.25,51,200,5325
0.55,0.25,51,200,5326
0.65,0.25,51,200,5327
0.75,0.25,51,200,5328
0.85,0.25,51,200,5329
0.95,0.25,51,200,5330
0.05,0.35,51,200,5331
0.15,0.35,51,200,5332
0.25,0.35,51,200,5333
0.35,0.35,51,200,5334
0.45,0.35,51,200,5335
0.55,0.35,51,200,5336
0.65,0.35,51,200,5337
0.75,0.35,51,200,5338
0.85,0.35,51,200,5339
0.95,0.35,51,200,5340
0.05,0.45,51,200,5341
0.15,0.45,51,200,5342
0.25,0.45,51,200,5343
0.35,0.45,51,200,5344
0.45,0.45,51,200,5345
0.55,0.45,51,200,5346
0.65,0.45,51,200,5347
0.75,0.45,51,200,5348
0.85,0.45,51,200,5349
0.95,0.45,51,200,5350
0.05,0.55,51,200,5351
0.15,0.55,51,200,5352
0.25,0.55,51,200,5353
0.35,0.55,51,200,5354
0.45,0.55,51,200,5355
0.55,0.55,51,200,5356
0.65,0.55,51,200,5357
0.75,0.55,51,200,5358
0.85,0.55,51,200,5359
0.95,0.55,51,200,5360
0.05,0.65,51,200,5361
0.15,0.65,51,200,5362
0.25,0.65,51,200,5363
0.35,0.65,51,200,5364
0.45,0.65,51,200,5365
0.55,0.65,51,200,5366
0.65,0.65,51,200,5367
0.75,0.65,51,200,5368
0.85,0.65,51,200,5369
0.95,0.65,51,200,5370
0.05,0.75,51,200,5371
0.15,0.75,51,200,5372
0.25,0.75,51,200,5373
0.35,0.75,51,200,5374
0.45,0.75,51,200,5375
0.55,0.75,51,200,5376
0.65,0.75,51,200,5377
0.75,0.75,51,200,5378
0.85,0.75,51,200,5379
0.95,0.75,51,200,5380
0.05,0.85,51,200,5381
0.15,0.85,51,200,5382
0.25,0.85,51,200,5383
0.35,0.85,51,200,5384
0.45,0.85,51,200,5385
0.55,0.85,51,200,5386
0.65,0.85,51,200,5387
0.75,0.85,51,200,5388
0.85,0.85,51,200,5389
0.95,0.85,51,200,5390
0.05,0.95,51,200,5391
0.15,0.95,51,200,5392
0.25,0.95,51,200,5393
0.35,0.95,51,200,5394
0.45,0.95,51,200,5395
0.55,0.95,51,200,5396
0.65,0.95,51,200,5397
0.75,0.95,51,200,5398
0.85,0.95,51,200,5399
0.95,0.95,51,200,5400
0.05,0.05,52,200,5401
0.15,0.05,52,200,5402
0.25,0.05,52,200,5403
0.35,0.05,52,200,5404
0.45,0.05,52,200,5405
0.55,0.05,52,200,5406
0.65,0.05,52,200,5407
0.75,0.05,52,200,5408
0.85,0.05,52,200,5409
0.95,0.05,52,200,5410
0.05,0.15,52,200,5411
0.15,0.15,52,200,5412
0.25,0.15,52,200,5413
0.35,0.15,52,200,5414
0.45,0.15,52,200,5415
0.55,0.15,52,200,5416
0.65,0.15,52,200,5417
0.75,0.15,52,200,5418
0.85,0.15,52,200,5419
0.95,0.15,52,200,5420
0.05,0.25,52,200,5421
0.15,0.25,52,200,5422
0.25,0.25,52,200,5423
0.35,0.25,52,200,5424
0.45,0.25,52,200,5425
0.55,0.25,52,200,5426
0.65,0.25,52,200,5427
0.75,0.25,52,200,5428
0.85,0.25,52,200,5429
0.95,0.25,52,200,5430
0.05,0.35,52,200,5431
0.15,0.35,52,200,5432
0.25,0.35,52,200,5433
0.35,0.35,52,200,5434
0.45,0.35,52,200,5435
0.55,0.35,52,200,5436
0.65,0.35,52,200,5437
0.75,0.35,52,200,5438
0.85,0.35,52,200,5439
0.95,0.35,52,200,5440
0.05,0.45,52,200,5441
0.15,0.45,52,200,5442
0.25,0.45,52,200,5443
0.35,0.45,52,200,5444
0.45,0.45,52,200,5445
0.55,0.45,52,200,5446
0.65,0.45,52,200,5447
0.75,0.45,52,200,5448
0.85,0.45,52,200,5449
0.95,0.45,52,200,5450
0.05,0.55,52,200,5451
0.15,0.55,52,200,5452
0.25,0.55,52,200,5453
0.35,0.55,52,200,5454
0.45,0.55,52,200,5455
0.55,0.55,52,200,5456
0.65,0.55,52,200,5457
0.75,0.55,52,200,5458
0.85,0.55,52,200,5459
0.95,0.55,52,200,5460
0.05,0.65,52,200,5461
0.15,0.65,52,200,5462
0.25,0.65,52,200,5463
0.35,0.65,52,200,5464
0.45,0.65,52,200,5465
0.55,0.65,52,200,5466
0.65,0.65,52,200,5467
0.75,0.65,52,200,5468
0.85,0.65,52,200,5469
0.95,0.65,52,200,5470
0.05,0.75,52,200,5471
0.15,0.75,52,200,5472
0.25,0.75,52,200,5473
0.35,0.75,52,200,5474
0.45,0.75,52,200,5475
0.55,0.75,52,200,5476
0.65,0.75,52,200,5477
0.75,0.75,52,200,5478
0.85,0.75,52,200,5479
0.95,0.75,52,200,5480
0.05,0.85,52,200,5481
0.15,0.85,52,200,5482
0.25,0.85,52,200,5483
0.35,0.85,52,200,5484
0.45,0.85,52,200,5485
0.55,0.85,52,200,5486
0.65,0.85,52,200,5487
0.75,0.85,52,200,5488
0.85,0.85,52,200,5489
0.95,0.85,52,200,5490
0.05,0.95,52,200,5491
0.15,0.95,52,200,5492
0.25,0.95,52,200,5493
0.35,0.95,52,200,5494
0.45,0.95,52,200,5495
0.55,0.95,52,200,5496
0.65,0.95,52,200,5497
0.75,0.95,52,200,5498
0.85,0.95,52,200,5499
0.95,0.95,52,200,5500
0.05,0.05,53,200,5501
0.15,0.05,53,200,5502
0.25,0.05,53,200,5503
0.35,0.05,53,200,5504
0.45,0.05,53,200,5505
0.55,0.05,53,200,5506
0.65,0.05,53,200,5507
0.75,0.05,53,200,5508
0.85,0.05,53,200,5509
0.95,0.05,53,200,5510
0.05,0.15,53,200,5511
0.15,0.15,53,200,5512
0.25,0.15,53,200,5513
0.35,0.15,53,200,5514
0.45,0.15,53,200,5515
0.55,0.15,53,200,5516
0.65,0.15,53,200,5517
0.75,0.15,53,200,5518
0.85,0.15,53,200,5519
0.95,0.15,53,200,5520
0.05,0.25,53,200,5521
0.15,0.25,53,200,5522
0.25,0.25,53,200,5523
0.35,0.25,53,200,5524
0.45,0.25,53,200,5525
0.55,0.25,53,200,5526
0.65,0.25,53,200,5527
0.75,0.25,53,200,5528
0.85,0.25,53,200,5529
0.95,0.25,53,200,5530
0.05,0.35,53,200,5531
0.15,0.35,53,200,5532
0.25,0.35,53,200,5533
0.35,0.35,53,200,5534
0.45,0.35,53,200,5535
0.55,0.35,53,200,5536
0.65,0.35,53,200,5537
0.75,0.35,53,200,5538
0.85,0.35,53,200,5539
0.95,0.35,53,200,5540
0.05,0.45,53,200,5541
0.15,0.45,53,200,5542
0.25,0.45,53,200,5543
0.35,0.45,53,200,5544
0.45,0.45,53,200,5545
0.55,0.45,53,200,5546
0.65,0.45,53,200,5547
0.75,0.45,53,200,5548
0.85,0.45,53,200,5549
0.95,0.45,53,200,5550
0.05,0.55,53,200,5551
0.15,0.55,53,200,5552
0.25,0.55,53,200,5553
0.35,0.55,53,200,5554
0.45,0.55,53,200,5555
0.55,0.55,53,200,5556
0.65,0.55,53,200,5557
0.75,0.55,53,200,5558
0.85,0.55,53,200,5559
0.95,0.55,53,200,5560
0.05,0.65,53,200,5561
0.15,0.65,53,200,5562
0.25,0.65,53,200,5563
0.35,0.65,53,200,5564
0.45,0.65,53,200,5565
0.55,0.65,53,200,5566
0.65,0.65,53,200,5567
0.75,0.65,53,200,5568
0.85,0.65,53,200,5569
0.95,0.65,53,200,5570
0.05,0.75,53,200,5571
0.15,0.75,53,200,5572
0.25,0.75,53,200,5573
0.35,0.75,53,200,5574
0.45,0.75,53,200,5575
0.55,0.75,53,200,5576
0.65,0.75,53,200,5577
0.75,0.75,53,200,5578
0.85,0.75,53,200,5579
0.95,0.75,53,200,5580
0.05,0.85,53,200,5581
0.15,0.85,53,200,5582
0.25,0.85,53,200,5583
0.35,0.85,53,200,5584
0.45,0.85,53,200,5585
0.55,0.85,53,200,5586
0.65,0.85,53,200,5587
0.75,0.85,53,200,5588
0.85,0.85,53,200,5589
0.95,0.85,53,200,5590
0.05,0.95,53,200,5591
0.15,0.95,53,200,5592
0.25,0.95,53,200,5593
0.35,0.95,53,200,5594
0.45,0.95,53,200,5595
0.55,0.95,53,200,5596
0.65,0.95,53,200,5597
0.75,0.95,53,200,5598
0.85,0.95,53,200,5599
0.95,0.95,53,200,5600
0.05,0.05,54,200,5601
0.15,0.05,54,200,5602
0.25,0.05,54,200,5603
0.35,0.05,54,200,5604
0.45,0.05,54,200,5605
0.55,0.05,54,200,5606
0.65,0.05,54,200,5607
0.75,0.05,54,200,5608
0.85,0.05,54,200,5609
0.95,0.05,54,200,5610
0.05,0.15,54,200,5611
0.15,0.15,54,200,5612
0.25,0.15,54,200,5613
0.35,0.15,54,200,5614
0.45,0.15,54,200,5615
0.55,0.15,54,200,5616
0.65,0.15,54,200,5617
0.75,0.15,54,200,5618
0.85,0.15,54,200,5619
0.95,0.15,54,200,5620
0.05,0.25,54,200,5621
0.15,0.25,54,200,5622
0.25,0.25,54,200,5623
0.35,0.25,54,200,5624
0.45,0.25,54,200,5625
0.55,0.25,54,200,5626
0.65,0.25,54,200,5627
0.75,0.25,54,200,5628
0.85,0.25,54,200,5629
0.95,0.25,54,200,5630
0.05,0.35,54,200,5631
0.15,0.35,54,200,5632
0.25,0.35,54,200,5633
0.35,0.35,54,200,5634
0.45,0.35,54,200,5635
0.55,0.35,54,200,5636
0.65,0.35,54,200,5637
0.75,0.35,54,200,5638
0.85,0.35,54,200,5639
0.95,0.35,54,200,5640
0.05,0.45,54,200,5641
0.15,0.45,54,200,5642
0.25,0.45,54,200,5643
0.35,0.45,54,200,5644
0.45,0.45,54,200,5645
0.55,0.45,54,200,5646
0.65,0.45,54,200,5647
0.75,0.45,54,200,5648
0.85,0.45,54,200,5649
0.95,0.45,54,200,5650
0.05,0.55,54,200,5651
0.15,0.55,54,200,5652
0.25,0.55,54,200,5653
0.35,0.55,54,200,5654
0.45,0.55,54,200,5655
0.55,0.55,54,200,5656
0.65,0.55,54,200,5657
0.75,0.55,54,200,5658
0.85,0.55,54,200,5659
0.95,0.55,54,200,5660
0.05,0.65,54,200,5661
0.15,0.65,54,200,5662
0.25,0.65,54,200,5663
0.35,0.65,54,200,5664
0.45,0.65,54,200,5665
0.55,0.65,54,200,5666
0.65,0.65,54,200,5667
0.75,0.65,54,200,5668
0.85,0.65,54,200,5669
0.95,0.65,54,200,5670
0.05,0.75,54,200,5671
0.15,0.75,54,200,5672
0.25,0.75,54,200,5673
0.35,0.75,54,200,5674
0.45,0.75,54,200,5675
0.55,0.75,54,200,5676
0.65,0.75,54,200,5677
0.75,0.75,54,200,5678
0.85,0.75,54,200,5679
0.95,0.75,54,200,5680
0.05,0.85,54,200,5681
0.15,0.85,54,200,5682
0.25,0.85,54,200,5683
0.35,0.85,54,200,5684
0.45,0.85,54,200,5685
0.55,0.85,54,200,5686
0.65,0.85,54,200,5687
0.75,0.85,54,200,5688
0.85,0.85,54,200,5689
0.95,0.85,54,200,5690
0.05,0.95,54,200,5691
0.15,0.95,54,200,5692
0.25,0.95,54,200,5693
0.35,0.95,54,200,5694
0.45,0.95,54,200,5695
0.55,0.95,54,200,5696
0.65,0.95,54,200,5697
0.75,0.95,54,200,5698
0.85,0.95,54,200,5699
0.95,0.95,54,200,5700
0.05,0.05,55,200,5701
0.15,0.05,55,200,5702
0.25,0.05,55,200,5703
0.35,0.05,55,200,5704
0.45,0.05,55,200,5705
0.55,0.05,55,200,5706
0.65,0.05,55,200,5707
0.75,0.05,55,200,5708
0.85,0.05,55,200,5709
0.95,0.05,55,200,5710
0.05,0.15,55,200,5711
0.15,0.15,55,200,5712
0.25,0.15,55,200,5713
0.35,0.15,55,200,5714
0.45,0.15,55,200,5715
0.55,0.15,55,200,5716
0.65,0.15,55,200,5717
0.75,0.15,55,200,5718
0.85,0.15,55,200,5719
0.95,0.15,55,200,5720
0.05,0.25,55,200,5721
0.15,0.25,55,200,5722
0.25,0.25,55,200,5723
0.35,0.25,55,200,5724
0.45,0.25,55,200,5725
0.55,0.25,55,200,5726
0.65,0.25,55,200,5727
0.75,0.25,55,200,5728
0.85,0.25,55,200,5729
0.95,0.25,55,200,5730
0.05,0.35,55,200,5731
0.15,0.35,55,200,5732
0.25,0.35,55,200,5733
0.35,0.35,55,200,5734
0.45,0.35,55,200,5735
0.55,0.35,55,200,5736
0.65,0.35,55,200,5737
0.75,0.35,55,200,5738
0.85,0.35,55,200,5739
0.95,0.35,55,200,5740
0.05,0.45,55,200,5741
0.15,0.45,55,200,5742
0.25,0.45,55,200,5743
0.35,0.45,55,200,5744
0.45,0.45,55,200,5745
0.55,0.45,55,200,5746
0.65,0.45,55,200,5747
0.75,0.45,55,200,5748
0.85,0.45,55,200,5749
0.95,0.45,55,200,5750
0.05,0.55,55,200,5751
0.15,0.55,55,200,5752
0.25,0.55,55,200,5753
0.35,0.55,55,200,5754
0.45,0.55,55,200,5755
0.55,0.55,55,200,5756
0.65,0.55,55,200,5757
0.75,0.55,55,200,5758
0.85,0.55,55,200,5759
0.95,0.55,55,200,5760
0.05,0.65,55,200,5761
0.15,0.65,55,200,5762
0.25,0.65,55,200,5763
0.35,0.65,55,200,5764
0.45,0.65,55,200,5765
0.55,0.65,55,200,5766
0.65,0.65,55,200,5767
0.75,0.65,55,200,5768
0.85,0.65,55,200,5769
0.95,0.65,55,200,5770
0.05,0.75,55,200,5771
0.15,0.75,55,200,5772
0.25,0.75,55,200,5773
0.35,0.75,55,200,5774
0.45,0.75,55,200,5775
0.55,0.75,55,200,5776
0.65,0.75,55,200,5777
0.75,0.75,55,200,5778
0.85,0.75,55,200,5779
0.95,0.75,55,200,5780
0.05,0.85,55,200,5781
0.15,0.85,55,200,5782
0.25,0.85,55,200,5783
0.35,0.85,55,200,5784
0.45,0.85,55,200,5785
0.55,0.85,55,200,5786
0.65,0.85,55,200,5787
0.75,0.85,55,200,5788
0.85,0.85,55,200,5789
0.95,0.85,55,200,5790
0.05,0.95,55,200,5791
0.15,0.95,55,200,5792
0.25,0.95,55,200,5793
0.35,0.95,55,200,5794
0.45,0.95,55,200,5795
0.55,0.95,55,200,5796
0.65,0.95,55,200,5797
0.75,0.95,55,200,5798
0.85,0.95,55,200,5799
0.95,0.95,55,200,5800
0.05,0.05,56,200,5801
0.15,0.05,56,200,5802
0.25,0.05,56,200,5803
0.35,0.05,56,200,5804
0.45,0.05,56,200,5805
0.55,0.05,56,200,5806
0.65,0.05,56,200,5807
0.75,0.05,56,200,5808
0.85,0.05,56,200,5809
0.95,0.05,56,200,5810
0.05,0.15,56,200,5811
0.15,0.15,56,200,5812
0.25,0.15,56,200,5813
0.35,0.15,56,200,5814
0.45,0.15,56,200,5815
0.55,0.15,56,200,5816
0.65,0.15,56,200,5817
0.75,0.15,56,200,5818
0.85,0.15,56,200,5819
0.95,0.15,56,200,5820
0.05,0.25,56,200,5821
0.15,0.25,56,200,5822
0.25,0.25,56,200,5823
0.35,0.25,56,200,5824
0.45,0.25,56,200,5825
0.55,0.25,56,200,5826
0.65,0.25,56,200,5827
0.75,0.25,56,200,5828
0.85,0.25,56,200,5829
0.95,0.25,56,200,5830
0.05,0.35,56,200,5831
0.15,0.35,56,200,5832
0.25,0.35,56,200,5833
0.35,0.35,56,200,5834
0.45,0.35,56,200,5835
0.55,0.35,56,200,5836
0.65,0.35,56,200,5837
0.75,0.35,56,200,5838
0.85,0.35,56,200,5839
0.95,0.35,56,200,5840
0.05,0.45,56,200,5841
0.15,0.45,56,200,5842
0.25,0.45,56,200,5843
0.35,0.45,56,200,5844
0.45,0.45,56,200,5845
0.55,0.45,56,200,5846
0.65,0.45,56,200,5847
0.75,0.45,56,200,5848
0.85,0.45,56,200,5849
0.95,0.45,56,200,5850
0.05,0.55,56,200,5851
0.15,0.55,56,200,5852
0.25,0.55,56,200,5853
0.35,0.55,56,200,5854
0.45,0.55,56,200,5855
0.55,0.55,56,200,5856
0.65,0.55,56,200,5857
0.75,0.55,56,200,5858
0.85,0.55,56,200,5859
0.95,0.55,56,200,5860
0.05,0.65,56,200,5861
0.15,0.65,56,200,5862
0.25,0.65,56,200,5863
0.35,0.65,56,200,5864
0.45,0.65,56,200,5865
0.55,0.65,56,200,5866
0.65,0.65,56,200,5867
0.75,0.65,56,200,5868
0.85,0.65,56,200,5869
0.95,0.65,56,200,5870
0.05,0.75,56,200,5871
0.15,0.75,56,200,5872
0.25,0.75,56,200,5873
0.35,0.75,56,200,5874
0.45,0.75,56,200,5875
0.55,0.75,56,200,5876
0.65,0.75,56,200,5877
0.75,0.75,56,200,5878
0.85,0.75,56,200,5879
0.95,0.75,56,200,5880
0.05,0.85,56,200,5881
0.15,0.85,56,200,5882
0.25,0.85,56,200,5883
0.35,0.85,56,200,5884
0.45,0.85,56,200,5885
