AlignmentType,ExpID1,ExpID2,ConsensusLength,BasePairGap,BasePairMismatch,AlignmentScore
global-local,JVN28,JVN39,557,28,83,338.104156494141
global-local,JVN28,JVN40,543,0,2,1216.30310058594
global-local,JVN28,JVN41,545,0,5,1214.02294921875
global-local,JVN28,JVN42,545,0,7,1197.43151855469
global-local,JVN28,JVN44,553,20,95,187.575576782227
global-local,JVN28,JVN46,545,1,67,804.925903320313
global-local,JVN30,JVN31,1028,470,89,-1452.87365722656
global-local,JVN30,JVN33,922,252,114,-782.68603515625
global-local,JVN30,JVN34,442,1,57,-1733.27062988281
global-local,JVN30,JVN35,937,0,6,2180.09301757813
global-local,JVN30,JVN36,440,0,57,-1729.83752441406
global-local,JVN30,JVN37,943,108,4,1320.71667480469
global-local,JVN30,JVN38,692,451,85,-3116.39697265625
global-local,JVN30,JVN39,924,252,114,-769.552673339844
global-local,JVN30,JVN40,947,242,84,-242.329406738281
global-local,JVN30,JVN41,870,210,75,-450.274963378906
global-local,JVN30,JVN42,1029,171,97,622.351257324219
global-local,JVN30,JVN44,1013,254,116,-405.808319091797
global-local,JVN30,JVN46,1013,4,5,2454.68969726563
global-local,JVN31,JVN33,562,0,0,1294.66516113281
global-local,JVN31,JVN34,481,49,66,-170.326095581055
global-local,JVN31,JVN35,566,9,100,579.50341796875
global-local,JVN31,JVN36,481,48,66,-154.022415161133
global-local,JVN31,JVN37,566,9,99,490.5361328125
global-local,JVN31,JVN38,246,10,70,-1196.59497070313
global-local,JVN31,JVN39,562,0,0,1294.66516113281
global-local,JVN31,JVN40,573,23,96,308.637512207031
global-local,JVN31,JVN41,574,25,94,294.925109863281
global-local,JVN31,JVN42,573,23,95,296.933166503906
global-local,JVN31,JVN44,564,2,13,983.290771484375
global-local,JVN31,JVN46,566,9,99,490.5361328125
global-local,JVN33,JVN34,590,156,66,-619.719360351563
global-local,JVN33,JVN35,681,11,114,752.350341796875
global-local,JVN33,JVN36,594,161,66,-606.023071289063
global-local,JVN33,JVN37,681,11,113,761.230651855469
global-local,JVN33,JVN38,246,10,70,-1648.609375
global-local,JVN33,JVN39,675,0,0,1554.98449707031
global-local,JVN33,JVN40,690,30,109,534.733581542969
global-local,JVN33,JVN41,687,44,106,325.922760009766
global-local,JVN33,JVN42,686,42,107,462.901031494141
global-local,JVN33,JVN44,677,2,15,1402.54663085938
global-local,JVN33,JVN46,681,11,113,761.230651855469
global-local,JVN34,JVN35,442,1,59,692.059265136719
global-local,JVN34,JVN36,440,1,0,979.309326171875
global-local,JVN34,JVN37,442,1,59,692.059265136719
global-local,JVN34,JVN38,244,3,84,-762.502380371094
global-local,JVN34,JVN39,452,18,69,305.394287109375
global-local,JVN34,JVN40,442,1,1,1109.29992675781
global-local,JVN34,JVN41,442,1,3,977.029541015625
global-local,JVN34,JVN42,442,1,3,1092.06555175781
global-local,JVN34,JVN44,452,18,72,280.507019042969
global-local,JVN34,JVN46,442,1,59,692.059265136719
global-local,JVN35,JVN36,440,0,59,-1304.72998046875
global-local,JVN35,JVN37,835,0,1,1902.0048828125
global-local,JVN35,JVN38,570,329,87,-2776.15673828125
global-local,JVN35,JVN39,818,143,113,-290.825622558594
global-local,JVN35,JVN40,937,235,87,331.259338378906
global-local,JVN35,JVN41,786,126,76,27.9108276367188
global-local,JVN35,JVN42,939,82,101,1247.99096679688
global-local,JVN35,JVN44,842,145,112,-150.582458496094
global-local,JVN35,JVN46,937,0,1,2604.4892578125
global-local,JVN36,JVN37,440,0,59,703.270141601563
global-local,JVN36,JVN38,245,4,82,-738.742614746094
global-local,JVN36,JVN39,448,15,70,326.794982910156
global-local,JVN36,JVN40,440,0,1,1120.73327636719
global-local,JVN36,JVN41,440,0,3,988.725891113281
global-local,JVN36,JVN42,440,0,3,1103.49890136719
global-local,JVN36,JVN44,448,15,74,293.611999511719
global-local,JVN36,JVN46,440,0,59,703.270141601563
global-local,JVN37,JVN38,241,0,87,-2368.15673828125
global-local,JVN37,JVN39,774,99,112,126.054656982422
global-local,JVN37,JVN40,835,134,86,625.459594726563
global-local,JVN37,JVN41,786,126,77,427.030517578125
global-local,JVN37,JVN42,837,49,96,1099.31066894531
global-local,JVN37,JVN44,798,101,111,140.468139648438
global-local,JVN37,JVN46,835,0,0,2143.17749023438
global-local,JVN38,JVN39,246,10,70,107.402717590332
global-local,JVN38,JVN40,241,0,82,77.2552795410156
global-local,JVN38,JVN41,241,0,82,77.2552795410156
global-local,JVN38,JVN42,241,0,82,77.2552795410156
global-local,JVN38,JVN44,246,10,74,67.8833465576172
global-local,JVN38,JVN46,241,0,87,27.8558197021484
global-local,JVN39,JVN40,693,30,110,533.816284179688
global-local,JVN39,JVN41,690,45,107,318.234405517578
global-local,JVN39,JVN42,689,43,108,455.417053222656
global-local,JVN39,JVN44,680,2,15,1409.45776367188
global-local,JVN39,JVN46,684,11,114,760.717834472656
global-local,JVN40,JVN41,659,0,4,1458.98278808594
global-local,JVN40,JVN42,659,0,6,1441.74816894531
global-local,JVN40,JVN44,722,32,115,387.534973144531
global-local,JVN40,JVN46,707,2,88,1156.85510253906
global-local,JVN41,JVN42,661,0,4,1662.11096191406
global-local,JVN41,JVN44,676,32,105,364.522521972656
global-local,JVN41,JVN46,661,1,80,1116.38842773438
global-local,JVN42,JVN44,874,230,101,-414.294738769531
global-local,JVN42,JVN46,863,4,102,1434.04614257813
global-local,JVN44,JVN46,773,13,117,810.467041015625
local-global,JVN1,JVN2,533,0,5,214.968231201172
local-global,JVN1,JVN3,525,0,0,363.427795410156
local-global,JVN1,JVN4,522,0,1,1331.19860839844
local-global,JVN1,JVN5,875,145,138,-133.119049072266
local-global,JVN1,JVN6,523,0,0,1204.82043457031
local-global,JVN1,JVN7,529,0,10,621.688598632813
local-global,JVN1,JVN8,525,0,4,1158.24438476563
local-global,JVN1,JVN9,524,0,0,1207.12414550781
local-global,JVN1,JVN10,527,0,6,1416.57263183594
local-global,JVN1,JVN11,533,0,4,327.587585449219
local-global,JVN1,JVN12,529,0,12,854.873291015625
local-global,JVN1,JVN13,525,0,2,1174.83605957031
local-global,JVN1,JVN14,767,4,90,124.836456298828
local-global,JVN1,JVN15,533,0,4,1194.67431640625
local-global,JVN1,JVN16,526,0,4,469.62060546875
local-global,JVN1,JVN17,733,0,11,1428.72619628906
local-global,JVN1,JVN18,543,0,11,1284.92614746094
local-global,JVN1,JVN19,719,0,7,1584.27709960938
local-global,JVN1,JVN20,541,2,68,-86.5290451049805
local-global,JVN1,JVN21,526,0,12,666.505859375
local-global,JVN1,JVN22,531,0,4,634.454223632813
local-global,JVN1,JVN23,543,2,67,-194.773651123047
local-global,JVN1,JVN24,783,252,4,172.064987182617
local-global,JVN1,JVN25,709,0,14,1853.14038085938
local-global,JVN1,JVN26,894,171,21,797.345092773438
local-global,JVN1,JVN27,529,0,8,630.279724121094
local-global,JVN1,JVN28,533,0,4,1136.67358398438
local-global,JVN1,JVN30,773,4,91,99.6192169189453
local-global,JVN1,JVN31,570,50,83,239.37092590332
local-global,JVN1,JVN33,683,163,83,-102.553642272949
local-global,JVN1,JVN34,440,1,2,1077.54992675781
local-global,JVN1,JVN35,767,4,93,548.220825195313
local-global,JVN1,JVN36,440,0,2,1112.11608886719
local-global,JVN1,JVN37,665,4,84,218.735260009766
local-global,JVN1,JVN38,241,0,82,77.2552795410156
local-global,JVN1,JVN39,686,166,84,-123.171089172363
local-global,JVN1,JVN40,531,0,4,618.454223632813
local-global,JVN1,JVN41,533,0,7,785.735473632813
local-global,JVN1,JVN42,733,0,5,1316.30554199219
local-global,JVN1,JVN44,775,255,87,-613.823974609375
local-global,JVN1,JVN46,769,4,93,128.117568969727
local-global,JVN2,JVN3,734,0,8,1624.537109375
local-global,JVN2,JVN4,522,0,4,1305.34680175781
local-global,JVN2,JVN5,769,109,115,-363.575469970703
local-global,JVN2,JVN6,523,0,3,1179.93298339844
local-global,JVN2,JVN7,655,0,16,1376.17749023438
local-global,JVN2,JVN8,527,0,3,1189.14782714844
local-global,JVN2,JVN9,524,0,3,1182.23669433594
local-global,JVN2,JVN10,527,0,6,1300.94543457031
local-global,JVN2,JVN11,782,0,5,1964.05895996094
local-global,JVN2,JVN12,655,0,16,1543.30419921875
local-global,JVN2,JVN13,527,0,1,1205.73950195313
local-global,JVN2,JVN14,902,122,93,238.614379882813
local-global,JVN2,JVN15,533,0,1,1219.56176757813
local-global,JVN2,JVN16,735,0,8,1626.84069824219
local-global,JVN2,JVN17,660,0,1,875.396240234375
local-global,JVN2,JVN18,534,0,10,1097.20300292969
local-global,JVN2,JVN19,534,0,1,467.865478515625
local-global,JVN2,JVN20,777,13,84,1165.10229492188
local-global,JVN2,JVN21,697,0,21,1608.01782226563
local-global,JVN2,JVN22,702,0,5,1758.72680664063
local-global,JVN2,JVN23,784,14,87,1140.65075683594
local-global,JVN2,JVN24,783,0,2,1787.19372558594
local-global,JVN2,JVN25,654,121,7,583.728698730469
local-global,JVN2,JVN26,825,121,18,692.467468261719
local-global,JVN2,JVN27,657,0,14,1397.37646484375
local-global,JVN2,JVN28,545,0,1,1247.20629882813
local-global,JVN2,JVN30,910,122,95,217.9130859375
local-global,JVN2,JVN31,573,23,95,316.933135986328
local-global,JVN2,JVN33,687,24,114,405.631103515625
local-global,JVN2,JVN34,442,1,1,993.620727539063
local-global,JVN2,JVN35,826,122,83,264.467163085938
local-global,JVN2,JVN36,440,0,1,1005.31707763672
local-global,JVN2,JVN37,826,122,84,663.587036132813
local-global,JVN2,JVN38,241,0,82,77.2552795410156
local-global,JVN2,JVN39,690,24,115,404.246459960938
local-global,JVN2,JVN40,706,0,5,1768.99340820313
local-global,JVN2,JVN41,661,0,6,1472.95751953125
local-global,JVN2,JVN42,782,121,8,807.642456054688
local-global,JVN2,JVN44,779,26,124,502.005187988281
local-global,JVN2,JVN46,896,123,89,381.630981445313
local-global,JVN3,JVN4,522,0,1,1194.22094726563
local-global,JVN3,JVN5,861,210,110,-566.793395996094
local-global,JVN3,JVN6,522,0,0,1020.47448730469
local-global,JVN3,JVN7,655,4,10,1185.31530761719
local-global,JVN3,JVN8,527,0,4,1012.85876464844
local-global,JVN3,JVN9,524,0,0,1038.43811035156
local-global,JVN3,JVN10,519,0,5,1247.02966308594
local-global,JVN3,JVN11,734,0,4,1445.71801757813
local-global,JVN3,JVN12,655,4,12,1541.50646972656
local-global,JVN3,JVN13,527,0,2,1028.62097167969
local-global,JVN3,JVN14,975,241,85,-160.238189697266
local-global,JVN3,JVN15,525,0,2,982.657348632813
local-global,JVN3,JVN16,734,0,4,1643.72021484375
local-global,JVN3,JVN17,652,0,8,762.542358398438
local-global,JVN3,JVN18,526,0,8,1063.36486816406
local-global,JVN3,JVN19,526,0,2,240.63916015625
local-global,JVN3,JVN20,735,1,84,958.105834960937
local-global,JVN3,JVN21,696,0,17,1625.91967773438
local-global,JVN3,JVN22,702,6,4,1536.17932128906
local-global,JVN3,JVN23,735,1,83,772.352355957031
local-global,JVN3,JVN24,740,6,7,1183.44458007813
local-global,JVN3,JVN25,709,184,8,532.578125
local-global,JVN3,JVN26,696,0,14,466.972290039063
local-global,JVN3,JVN27,657,4,8,1205.04150390625
local-global,JVN3,JVN28,537,0,4,990.676635742187
local-global,JVN3,JVN30,735,1,84,-207.941284179688
local-global,JVN3,JVN31,570,23,94,139.202346801758
local-global,JVN3,JVN33,684,24,112,373.311462402344
local-global,JVN3,JVN34,442,1,2,985.325073242188
local-global,JVN3,JVN35,937,241,86,193.513961791992
local-global,JVN3,JVN36,440,0,2,997.021423339844
local-global,JVN3,JVN37,697,1,85,477.952880859375
local-global,JVN3,JVN38,241,0,82,77.2552795410156
local-global,JVN3,JVN39,686,24,112,373.918823242188
local-global,JVN3,JVN40,706,6,4,1545.39416503906
local-global,JVN3,JVN41,653,0,5,1420.82385253906
local-global,JVN3,JVN42,653,0,3,637.415405273438
local-global,JVN3,JVN44,776,56,118,126.901275634766
local-global,JVN3,JVN46,735,1,85,21.488525390625
local-global,JVN4,JVN5,764,242,88,-1001.50030517578
local-global,JVN4,JVN6,522,0,1,1180.22094726563
local-global,JVN4,JVN7,526,4,11,559.267395019531
local-global,JVN4,JVN8,522,0,5,1131.03735351563
local-global,JVN4,JVN9,522,0,1,1176.220703125
local-global,JVN4,JVN10,519,0,6,1352.26025390625
local-global,JVN4,JVN11,774,252,3,117.627365112305
local-global,JVN4,JVN12,526,4,13,788.469116210938
local-global,JVN4,JVN13,522,0,3,1147.62890625
local-global,JVN4,JVN14,773,251,62,-1198.45397949219
local-global,JVN4,JVN15,522,0,3,1113.62902832031
local-global,JVN4,JVN16,522,0,5,424.736389160156
local-global,JVN4,JVN17,522,0,5,39.5117797851563
local-global,JVN4,JVN18,522,0,9,1154.26159667969
local-global,JVN4,JVN19,522,0,3,365.629028320313
local-global,JVN4,JVN20,522,0,64,-152.422271728516
local-global,JVN4,JVN21,696,174,12,516.414611816406
local-global,JVN4,JVN22,702,180,3,437.631591796875
local-global,JVN4,JVN23,522,0,63,-271.071411132813
local-global,JVN4,JVN24,528,6,3,113.62727355957
local-global,JVN4,JVN25,706,184,9,607.987426757813
local-global,JVN4,JVN26,696,174,13,-413.325592041016
local-global,JVN4,JVN27,526,4,9,567.858520507813
local-global,JVN4,JVN28,522,0,3,1065.62829589844
local-global,JVN4,JVN30,522,0,63,-1243.07250976563
local-global,JVN4,JVN31,543,29,83,191.548873901367
local-global,JVN4,JVN33,543,29,83,-151.954147338867
local-global,JVN4,JVN34,437,1,3,1049.23303222656
local-global,JVN4,JVN35,762,240,66,-724.2958984375
local-global,JVN4,JVN36,437,0,3,1073.79956054688
local-global,JVN4,JVN37,522,0,65,-393.305236816406
local-global,JVN4,JVN38,241,0,82,77.2552795410156
local-global,JVN4,JVN39,682,168,84,-162.571548461914
local-global,JVN4,JVN40,706,184,3,421.631378173828
local-global,JVN4,JVN41,522,0,6,712.119018554688
local-global,JVN4,JVN42,522,0,4,-70.646240234375
local-global,JVN4,JVN44,543,29,86,-653.350219726563
local-global,JVN4,JVN46,522,0,65,-1089.30249023438
local-global,JVN5,JVN6,525,3,96,235.895111083984
local-global,JVN5,JVN7,668,25,99,294.044006347656
local-global,JVN5,JVN8,538,19,85,232.641632080078
local-global,JVN5,JVN9,526,3,96,237.876739501953
local-global,JVN5,JVN10,537,21,83,455.179138183594
local-global,JVN5,JVN11,787,132,116,-51.3896102905274
local-global,JVN5,JVN12,668,25,101,580.038879394531
local-global,JVN5,JVN13,530,3,98,240.042022705078
local-global,JVN5,JVN14,992,131,156,-32.6595611572266
local-global,JVN5,JVN15,534,3,100,232.206726074219
local-global,JVN5,JVN16,748,105,102,105.105522155762
local-global,JVN5,JVN17,867,13,164,646.719360351563
local-global,JVN5,JVN18,549,8,98,351.313262939453
local-global,JVN5,JVN19,725,7,143,217.909240722656
local-global,JVN5,JVN20,782,119,115,164.7294921875
local-global,JVN5,JVN21,711,70,101,404.905212402344
local-global,JVN5,JVN22,708,53,116,264.609954833984
local-global,JVN5,JVN23,789,124,114,20.2383041381836
local-global,JVN5,JVN24,787,130,119,-205.833984375
local-global,JVN5,JVN25,725,31,122,485.975372314453
local-global,JVN5,JVN26,900,54,162,103.836799621582
local-global,JVN5,JVN27,670,25,102,274.364379882813
local-global,JVN5,JVN28,546,3,105,216.583068847656
local-global,JVN5,JVN30,1033,172,154,-72.0680694580078
local-global,JVN5,JVN31,562,0,9,1042.8154296875
local-global,JVN5,JVN33,658,0,10,1354.86206054688
local-global,JVN5,JVN34,445,4,80,306.267425537109
local-global,JVN5,JVN35,916,55,157,589.216796875
local-global,JVN5,JVN36,441,1,81,327.668151855469
local-global,JVN5,JVN37,841,55,146,459.295349121094
local-global,JVN5,JVN38,246,10,68,127.162483215332
local-global,JVN5,JVN39,659,0,10,1349.16577148438
local-global,JVN5,JVN40,712,57,116,248.609878540039
local-global,JVN5,JVN41,675,29,101,424.312683105469
local-global,JVN5,JVN42,880,37,147,434.536224365234
local-global,JVN5,JVN44,661,2,19,694.234619140625
local-global,JVN5,JVN46,1015,154,156,159.625396728516
local-global,JVN6,JVN7,523,0,10,409.645904541016
local-global,JVN6,JVN8,522,0,4,972.950073242188
local-global,JVN6,JVN9,522,0,0,1016.47424316406
local-global,JVN6,JVN10,520,0,5,1253.59631347656
local-global,JVN6,JVN11,775,252,2,132.226821899414
local-global,JVN6,JVN12,523,0,12,690.981262207031
local-global,JVN6,JVN13,522,0,2,988.712158203125
local-global,JVN6,JVN14,774,251,61,-1301.22216796875
local-global,JVN6,JVN15,523,0,2,960.693908691406
local-global,JVN6,JVN16,523,0,4,313.637481689453
local-global,JVN6,JVN17,730,207,4,-60.0794677734375
local-global,JVN6,JVN18,540,17,8,1034.45336914063
local-global,JVN6,JVN19,716,193,2,212.693908691406
local-global,JVN6,JVN20,523,0,63,-236.504928588867
local-global,JVN6,JVN21,697,174,11,541.598754882813
local-global,JVN6,JVN22,697,174,2,452.23095703125
local-global,JVN6,JVN23,539,16,62,-373.517791748047
local-global,JVN6,JVN24,523,0,2,-39.3059997558594
local-global,JVN6,JVN25,523,0,8,509.445190429688
local-global,JVN6,JVN26,720,197,12,-562.116027832031
local-global,JVN6,JVN27,523,0,8,417.407989501953
local-global,JVN6,JVN28,523,0,2,912.694030761719
local-global,JVN6,JVN30,768,245,62,-1345.51806640625
local-global,JVN6,JVN31,544,29,82,74.3589401245117
local-global,JVN6,JVN33,681,166,82,-245.852416992188
local-global,JVN6,JVN34,437,1,2,943.807189941406
local-global,JVN6,JVN35,523,0,65,-794.516052246094
local-global,JVN6,JVN36,437,0,2,968.110717773438
local-global,JVN6,JVN37,660,137,64,-477.123107910156
local-global,JVN6,JVN38,241,0,82,77.2552795410156
local-global,JVN6,JVN39,683,168,83,-256.148406982422
local-global,JVN6,JVN40,701,178,2,436.230743408203
local-global,JVN6,JVN41,523,0,5,591.344482421875
local-global,JVN6,JVN42,730,207,3,-192.064300537109
local-global,JVN6,JVN44,544,29,85,-769.287109375
local-global,JVN6,JVN46,764,241,64,-1173.12231445313
local-global,JVN7,JVN8,527,0,8,981.334594726563
local-global,JVN7,JVN9,524,0,10,959.627258300781
local-global,JVN7,JVN10,523,0,9,1238.82763671875
local-global,JVN7,JVN11,659,5,11,883.348510742188
local-global,JVN7,JVN12,655,0,2,1663.94567871094
local-global,JVN7,JVN13,527,0,10,965.572509765625
local-global,JVN7,JVN14,891,236,78,-590.153381347656
local-global,JVN7,JVN15,533,5,10,937.554260253906
local-global,JVN7,JVN16,652,0,8,1093.62768554688
local-global,JVN7,JVN17,859,205,16,696.737915039063
local-global,JVN7,JVN18,530,0,16,1022.21301269531
local-global,JVN7,JVN19,720,191,10,195.536010742188
local-global,JVN7,JVN20,666,12,76,511.707458496094
local-global,JVN7,JVN21,652,0,9,1405.92993164063
local-global,JVN7,JVN22,657,2,11,1209.65356445313
local-global,JVN7,JVN23,668,13,76,342.437957763672
local-global,JVN7,JVN24,657,2,14,655.712890625
local-global,JVN7,JVN25,709,180,12,524.376098632813
local-global,JVN7,JVN26,655,0,12,227.474975585938
local-global,JVN7,JVN27,655,0,2,1264.29260253906
local-global,JVN7,JVN28,545,5,12,945.5732421875
local-global,JVN7,JVN30,897,242,76,-629.562377929688
local-global,JVN7,JVN31,573,23,92,182.909515380859
local-global,JVN7,JVN33,666,23,104,346.51416015625
local-global,JVN7,JVN34,442,1,10,918.960083007813
local-global,JVN7,JVN35,891,236,79,-22.6759700775147
local-global,JVN7,JVN36,440,0,10,930.656433105469
local-global,JVN7,JVN37,789,134,78,269.039459228516
local-global,JVN7,JVN38,241,0,83,67.3753814697266
local-global,JVN7,JVN39,667,23,105,332.522186279297
local-global,JVN7,JVN40,657,2,11,1193.65344238281
local-global,JVN7,JVN41,659,5,9,1383.9443359375
local-global,JVN7,JVN42,655,0,7,606.839599609375
local-global,JVN7,JVN44,670,27,104,-199.362854003906
local-global,JVN7,JVN46,890,235,77,-428.343078613281
local-global,JVN8,JVN9,524,0,4,1006.91351318359
local-global,JVN8,JVN10,519,0,3,1264.26391601563
local-global,JVN8,JVN11,527,0,2,157.441604614258
local-global,JVN8,JVN12,531,4,10,734.482971191406
local-global,JVN8,JVN13,527,0,2,1028.62097167969
local-global,JVN8,JVN14,767,240,64,-1280.89465332031
local-global,JVN8,JVN15,525,0,2,982.657348632813
local-global,JVN8,JVN16,527,0,2,345.443878173828
local-global,JVN8,JVN17,527,0,4,-33.8126220703125
local-global,JVN8,JVN18,526,0,10,1046.77319335938
local-global,JVN8,JVN19,526,0,2,240.63916015625
local-global,JVN8,JVN20,527,0,63,-210.238265991211
local-global,JVN8,JVN21,527,0,8,583.7177734375
local-global,JVN8,JVN22,533,6,2,477.445892333984
local-global,JVN8,JVN23,527,0,62,-348.302886962891
local-global,JVN8,JVN24,533,6,2,-15.3791255950928
local-global,JVN8,JVN25,709,184,6,549.812377929688
local-global,JVN8,JVN26,527,0,12,-538.189086914063
local-global,JVN8,JVN27,531,4,6,457.097076416016
local-global,JVN8,JVN28,537,10,2,936.620971679688
local-global,JVN8,JVN30,527,0,62,-1320.3037109375
local-global,JVN8,JVN31,566,48,85,92.6610336303711
local-global,JVN8,JVN33,677,159,80,-224.350021362305
local-global,JVN8,JVN34,442,1,3,977.029541015625
local-global,JVN8,JVN35,767,240,65,-767.359741210938
local-global,JVN8,JVN36,440,0,3,988.725891113281
local-global,JVN8,JVN37,527,0,64,-450.856201171875
local-global,JVN8,JVN38,241,0,82,77.2552795410156
local-global,JVN8,JVN39,677,159,80,-236.350112915039
local-global,JVN8,JVN40,533,6,2,461.445678710938
local-global,JVN8,JVN41,527,0,1,649.741394042969
local-global,JVN8,JVN42,527,0,1,-150.258605957031
local-global,JVN8,JVN44,677,157,88,-749.021484375
local-global,JVN8,JVN46,527,0,64,-1146.85546875
local-global,JVN9,JVN10,519,0,5,1247.02966308594
local-global,JVN9,JVN11,774,250,2,138.53059387207
local-global,JVN9,JVN12,528,4,12,697.548034667969
local-global,JVN9,JVN13,524,0,2,1000.67565917969
local-global,JVN9,JVN14,1013,489,64,-1299.80578613281
local-global,JVN9,JVN15,524,0,2,966.675659179688
local-global,JVN9,JVN16,524,0,4,309.941284179688
local-global,JVN9,JVN17,524,0,4,-53.5127563476563
local-global,JVN9,JVN18,524,0,8,1040.75720214844
local-global,JVN9,JVN19,524,0,2,218.675659179688
local-global,JVN9,JVN20,524,0,63,-229.938217163086
local-global,JVN9,JVN21,524,0,12,529.548095703125
local-global,JVN9,JVN22,702,178,2,458.534759521484
local-global,JVN9,JVN23,524,0,62,-367.214019775391
local-global,JVN9,JVN24,524,0,2,-33.3244018554688
local-global,JVN9,JVN25,708,184,8,516.011840820313
local-global,JVN9,JVN26,524,0,12,-556.13427734375
local-global,JVN9,JVN27,528,4,8,423.389739990234
local-global,JVN9,JVN28,524,0,2,918.675720214844
local-global,JVN9,JVN30,524,0,62,-1339.21472167969
local-global,JVN9,JVN31,545,29,82,80.3406829833985
local-global,JVN9,JVN33,680,164,82,-239.548782348633
local-global,JVN9,JVN34,439,1,2,956.414367675781
local-global,JVN9,JVN35,764,240,65,-787.726867675781
local-global,JVN9,JVN36,439,0,2,980.717956542969
local-global,JVN9,JVN37,524,0,64,-470.556427001953
local-global,JVN9,JVN38,241,0,82,77.2552795410156
local-global,JVN9,JVN39,545,29,82,-251.548889160156
local-global,JVN9,JVN40,706,182,2,442.534545898438
local-global,JVN9,JVN41,524,0,5,597.648071289063
local-global,JVN9,JVN42,524,0,3,-185.760681152344
local-global,JVN9,JVN44,545,29,85,-763.305358886719
local-global,JVN9,JVN46,524,0,64,-1166.5556640625
local-global,JVN10,JVN11,527,0,7,377.698059082031
local-global,JVN10,JVN12,523,0,7,744.068237304688
local-global,JVN10,JVN13,519,0,5,1247.03051757813
local-global,JVN10,JVN14,692,165,68,-1107.99731445313
local-global,JVN10,JVN15,527,0,7,1258.32885742188
local-global,JVN10,JVN16,520,0,1,456.072540283203
local-global,JVN10,JVN17,645,118,3,-35.1952514648438
local-global,JVN10,JVN18,537,13,10,1158.77807617188
local-global,JVN10,JVN19,645,118,5,507.563903808594
local-global,JVN10,JVN20,534,12,64,-152.422210693359
local-global,JVN10,JVN21,520,0,10,643.53173828125
local-global,JVN10,JVN22,525,0,7,684.118408203125
local-global,JVN10,JVN23,536,12,66,-184.604110717773
local-global,JVN10,JVN24,525,0,7,245.201385498047
local-global,JVN10,JVN25,703,176,4,570.18115234375
local-global,JVN10,JVN26,645,118,15,-274.603942871094
local-global,JVN10,JVN27,523,0,7,736.068298339844
local-global,JVN10,JVN28,527,0,7,1210.33032226563
local-global,JVN10,JVN30,907,380,65,-1137.35717773438
local-global,JVN10,JVN31,531,17,85,302.811370849609
local-global,JVN10,JVN33,531,17,85,-149.188934326172
local-global,JVN10,JVN34,434,1,3,1029.53369140625
local-global,JVN10,JVN35,692,165,67,-708.489624023438
local-global,JVN10,JVN36,434,0,3,1054.09985351563
local-global,JVN10,JVN37,645,118,68,-309.592224121094
local-global,JVN10,JVN38,241,0,82,77.2552795410156
local-global,JVN10,JVN39,532,17,86,-163.239624023438
local-global,JVN10,JVN40,525,0,7,668.118469238281
local-global,JVN10,JVN41,527,0,4,772.187377929688
local-global,JVN10,JVN42,527,0,2,96.098388671875
local-global,JVN10,JVN44,532,17,89,-545.089599609375
local-global,JVN10,JVN46,940,414,65,-1005.26550292969
local-global,JVN11,JVN12,655,0,14,1702.53076171875
local-global,JVN11,JVN13,527,0,0,1214.03527832031
local-global,JVN11,JVN14,902,122,96,212.7626953125
local-global,JVN11,JVN15,533,0,0,1227.85754394531
local-global,JVN11,JVN16,735,0,6,1834.80895996094
local-global,JVN11,JVN17,660,0,6,977.517944335938
local-global,JVN11,JVN18,534,0,11,1225.826171875
local-global,JVN11,JVN19,534,0,0,476.161254882813
local-global,JVN11,JVN20,777,13,89,1268.52893066406
local-global,JVN11,JVN21,697,0,17,1642.48669433594
local-global,JVN11,JVN22,702,0,0,1617.18469238281
local-global,JVN11,JVN23,784,14,90,1114.79931640625
local-global,JVN11,JVN24,780,0,5,1733.39477539063
local-global,JVN11,JVN25,654,121,8,691.547058105469
local-global,JVN11,JVN26,825,121,14,725.650695800781
local-global,JVN11,JVN27,657,0,10,1430.55969238281
local-global,JVN11,JVN28,545,0,2,1238.91052246094
local-global,JVN11,JVN30,910,129,94,170.564697265625
local-global,JVN11,JVN31,573,23,96,308.637512207031
local-global,JVN11,JVN33,690,30,109,534.733581542969
local-global,JVN11,JVN34,442,1,1,1109.29992675781
local-global,JVN11,JVN35,826,122,88,336.120300292969
local-global,JVN11,JVN36,440,0,1,1120.73327636719
local-global,JVN11,JVN37,826,122,87,636.946655273438
local-global,JVN11,JVN38,241,0,82,77.2552795410156
local-global,JVN11,JVN39,693,30,110,533.816284179688
local-global,JVN11,JVN40,706,0,0,1626.39953613281
local-global,JVN11,JVN41,661,0,4,1662.11145019531
local-global,JVN11,JVN42,782,121,4,842.111450195313
local-global,JVN11,JVN44,781,30,122,487.989624023438
local-global,JVN11,JVN46,896,123,92,354.990600585938
local-global,JVN12,JVN13,527,0,12,1249.24255371094
local-global,JVN12,JVN14,891,236,80,-335.56005859375
local-global,JVN12,JVN15,533,5,12,1221.80920410156
local-global,JVN12,JVN16,652,0,8,1262.55102539063
local-global,JVN12,JVN17,859,205,14,713.972534179688
local-global,JVN12,JVN18,530,0,16,1156.47412109375
local-global,JVN12,JVN19,720,191,12,480.375854492188
local-global,JVN12,JVN20,666,12,76,637.172607421875
local-global,JVN12,JVN21,652,0,11,1530.80712890625
local-global,JVN12,JVN22,657,2,13,1503.41381835938
local-global,JVN12,JVN23,668,13,78,598.200866699219
local-global,JVN12,JVN24,657,2,16,1011.31781005859
