Assembly,Community,ID1,ID2,RelativeAbundance_Tinit1,RelativeAbundance_Tinit2,RelativeAbundance_Tend1,RelativeAbundance_Tend2
self_assembly,W1,S247,S344,0.95,0.05,0.7922629889843005,0.20773701101569952
self_assembly,W1,S247,S389,0.05,0.95,0.6871920130496794,0.3128079869503207
self_assembly,W1,S247,S389,0.95,0.05,0.8462664594076669,0.15373354059233305
self_assembly,W1,S247,S434,0.05,0.95,0.4234965486207219,0.5765034513792782
self_assembly,W1,S247,S434,0.95,0.05,0.8394703721341588,0.1605296278658412
self_assembly,W1,S247,S464,0.05,0.95,0.6305750397035469,0.36942496029645316
self_assembly,W1,S247,S464,0.95,0.05,0.8331393408596987,0.1668606591403013
self_assembly,W1,S247,S870,0.05,0.95,0.6158614301886494,0.38413856981135064
self_assembly,W1,S247,S870,0.95,0.05,0.6608359693435941,0.3391640306564058
self_assembly,W1,S344,S389,0.05,0.95,0.19295298717117543,0.8070470128288246
self_assembly,W1,S344,S389,0.95,0.05,0.2880589596038772,0.7119410403961229
self_assembly,W1,S344,S434,0.05,0.95,0.3073124736358899,0.6926875263641101
self_assembly,W1,S344,S434,0.95,0.05,0.3326964256300444,0.6673035743699555
self_assembly,W1,S344,S464,0.05,0.95,0.020522284765156405,0.9794777152348436
self_assembly,W1,S344,S464,0.95,0.05,0.3268938799015758,0.6731061200984242
self_assembly,W1,S344,S870,0.05,0.95,0.0027680417003684735,0.9972319582996316
self_assembly,W1,S344,S870,0.95,0.05,0.18195635932709894,0.818043640672901
self_assembly,W1,S389,S434,0.05,0.95,0.23834344622348153,0.7616565537765185
self_assembly,W1,S389,S434,0.95,0.05,0.49860089802824237,0.5013991019717576
self_assembly,W1,S389,S464,0.05,0.95,0.2348409542743539,0.7651590457256462
self_assembly,W1,S389,S464,0.95,0.05,0.7321022451161434,0.26789775488385653
self_assembly,W1,S389,S870,0.05,0.95,0.21137016809440642,0.7886298319055937
self_assembly,W1,S389,S870,0.95,0.05,0.41469428007889547,0.5853057199211046
self_assembly,W1,S434,S464,0.05,0.95,0.5496061421876558,0.45039385781234414
self_assembly,W1,S434,S464,0.95,0.05,0.6626693571634477,0.3373306428365523
self_assembly,W1,S434,S870,0.05,0.95,0.4919606020579554,0.5080393979420446
self_assembly,W1,S434,S870,0.95,0.05,0.5201448545770474,0.47985514542295266
self_assembly,W1,S464,S870,0.05,0.95,0.20860639981403165,0.7913936001859683
self_assembly,W1,S464,S870,0.95,0.05,0.6551308631474493,0.3448691368525509
self_assembly,W2,S47,S142,0.05,0.95,0.4506612609276171,0.549338739072383
self_assembly,W2,S47,S142,0.95,0.05,0.7671834999758488,0.23281650002415108
self_assembly,W2,S47,S213,0.05,0.95,0.05177078948950754,0.9482292105104925
self_assembly,W2,S47,S213,0.95,0.05,0.32933531802828186,0.6706646819717181
self_assembly,W2,S47,S286,0.05,0.95,0.1968550097418832,0.8031449902581168
self_assembly,W2,S47,S286,0.95,0.05,0.5269304204964255,0.4730695795035744
self_assembly,W2,S47,S315,0.05,0.95,0.37447920408016666,0.6255207959198333
self_assembly,W2,S47,S315,0.95,0.05,0.4164162368244001,0.5835837631755999
self_assembly,W2,S47,S500,0.05,0.95,0.6614285714285715,0.3385714285714286
self_assembly,W2,S47,S500,0.95,0.05,0.6668770656357117,0.33312293436428825
self_assembly,W2,S47,S735,0.05,0.95,0.584329969594148,0.415670030405852
self_assembly,W2,S47,S735,0.95,0.05,0.6159913284100322,0.38400867158996776
self_assembly,W2,S142,S213,0.05,0.95,0.04980549452764397,0.9501945054723561
self_assembly,W2,S142,S213,0.95,0.05,0.3964858449603427,0.6035141550396572
self_assembly,W2,S142,S286,0.05,0.95,0.26994148863790995,0.7300585113620901
self_assembly,W2,S142,S286,0.95,0.05,0.7111601636044926,0.28883983639550737
self_assembly,W2,S142,S315,0.05,0.95,0.3744847368121117,0.6255152631878882
self_assembly,W2,S142,S315,0.95,0.05,0.44925038120223143,0.5507496187977687
self_assembly,W2,S142,S500,0.05,0.95,0.7013513276969666,0.29864867230303355
self_assembly,W2,S142,S500,0.95,0.05,0.7077033522145277,0.29229664778547226
self_assembly,W2,S142,S735,0.05,0.95,0.591101490679964,0.40889850932003613
self_assembly,W2,S142,S735,0.95,0.05,0.6294094957570657,0.37059050424293427
self_assembly,W2,S213,S286,0.05,0.95,0.48992654207626657,0.5100734579237334
self_assembly,W2,S213,S286,0.95,0.05,0.893739118593952,0.10626088140604786
self_assembly,W2,S213,S315,0.05,0.95,0.36771878787878787,0.6322812121212121
self_assembly,W2,S213,S315,0.95,0.05,0.7583002499632406,0.24169975003675928
self_assembly,W2,S213,S500,0.05,0.95,0.803717732496521,0.19628226750347905
self_assembly,W2,S213,S500,0.95,0.05,0.8228736504879539,0.1771263495120461
self_assembly,W2,S213,S735,0.05,0.95,0.7299666794122466,0.2700333205877533
self_assembly,W2,S213,S735,0.95,0.05,0.7603349557562531,0.239665044243747
self_assembly,W2,S286,S315,0.05,0.95,0.282674266016413,0.717325733983587
self_assembly,W2,S286,S315,0.95,0.05,0.460260184218023,0.539739815781977
self_assembly,W2,S286,S500,0.05,0.95,0.712562991926921,0.28743700807307904
self_assembly,W2,S286,S500,0.95,0.05,0.7357624808459122,0.2642375191540878
self_assembly,W2,S286,S735,0.05,0.95,0.6293756108874642,0.3706243891125358
self_assembly,W2,S286,S735,0.95,0.05,0.6607562274636938,0.33924377253630617
self_assembly,W2,S315,S500,0.05,0.95,0.5988856956468078,0.4011143043531921
self_assembly,W2,S315,S500,0.95,0.05,0.5990620096267433,0.4009379903732567
self_assembly,W2,S315,S735,0.05,0.95,0.5584754703710216,0.4415245296289783
self_assembly,W2,S315,S735,0.95,0.05,0.5593135401739009,0.4406864598260993
self_assembly,W2,S500,S735,0.05,0.95,6.294794205192306e-5,0.9999370520579481
self_assembly,W2,S500,S735,0.95,0.05,0.008174092891506677,0.9918259071084934
self_assembly,W3,S104,S246,0.05,0.95,0.6650388287227218,0.33496117127727826
self_assembly,W3,S104,S246,0.95,0.05,0.8090553688480419,0.19094463115195814
self_assembly,W3,S104,S315,0.05,0.95,0.7093077184701166,0.29069228152988347
self_assembly,W3,S104,S315,0.95,0.05,0.9874622485005743,0.01253775149942575
self_assembly,W3,S104,S360,0.05,0.95,0.7918042085491385,0.2081957914508615
self_assembly,W3,S104,S360,0.95,0.05,0.8517454621800623,0.14825453781993778
self_assembly,W3,S104,S572,0.05,0.95,0.5953045882816147,0.40469541171838513
self_assembly,W3,S104,S572,0.95,0.05,0.6100281359691329,0.38997186403086703
self_assembly,W3,S104,S911,0.05,0.95,0.5633755011054133,0.4366244988945867
self_assembly,W3,S104,S911,0.95,0.05,0.5694189546322126,0.4305810453677874
self_assembly,W3,S246,S315,0.05,0.95,0.4772400487778242,0.5227599512221757
self_assembly,W3,S246,S315,0.95,0.05,0.6840796019900498,0.31592039800995025
self_assembly,W3,S246,S360,0.05,0.95,0.5215313598135485,0.4784686401864515
self_assembly,W3,S246,S360,0.95,0.05,0.9910443032076492,0.008955696792350847
self_assembly,W3,S246,S572,0.05,0.95,0.6633819196096776,0.33661808039032237
self_assembly,W3,S246,S572,0.95,0.05,0.7160836102851145,0.2839163897148854
self_assembly,W3,S246,S911,0.05,0.95,0.6181419677084151,0.38185803229158477
self_assembly,W3,S246,S911,0.95,0.05,0.6659601378167386,0.3340398621832613
self_assembly,W3,S315,S360,0.05,0.95,0.518314542526108,0.4816854574738921
self_assembly,W3,S315,S360,0.95,0.05,0.6037352103708681,0.39626478962913175
self_assembly,W3,S315,S572,0.05,0.95,0.5667182648687824,0.4332817351312175
self_assembly,W3,S315,S572,0.95,0.05,0.5816472823067687,0.4183527176932313
self_assembly,W3,S315,S911,0.05,0.95,0.5063859834944172,0.49361401650558273
self_assembly,W3,S315,S911,0.95,0.05,0.5107049562270546,0.4892950437729455
self_assembly,W3,S360,S572,0.05,0.95,0.4361329623944742,0.5638670376055257
self_assembly,W3,S360,S572,0.95,0.05,0.46034345682938466,0.5396565431706154
self_assembly,W3,S360,S911,0.05,0.95,0.44502457002457,0.5549754299754299
self_assembly,W3,S360,S911,0.95,0.05,0.4915735291759537,0.5084264708240464
self_assembly,W3,S572,S911,0.05,0.95,0.02342493721430249,0.9765750627856975
self_assembly,W3,S572,S911,0.95,0.05,0.8921270234600156,0.10787297653998439
self_assembly,W4,S40,S418,0.05,0.95,0.3701041896693634,0.6298958103306366
self_assembly,W4,S40,S418,0.95,0.05,0.9903172819227111,0.00968271807728884
self_assembly,W4,S40,S420,0.05,0.95,0.38464539501184336,0.6153546049881566
self_assembly,W4,S40,S420,0.95,0.05,0.969948808019363,0.03005119198063701
self_assembly,W4,S40,S503,0.05,0.95,0.00768083653742499,0.9923191634625751
self_assembly,W4,S40,S503,0.95,0.05,0.2113898192793257,0.7886101807206742
self_assembly,W4,S40,S839,0.05,0.95,0.29469302421086035,0.7053069757891396
self_assembly,W4,S40,S839,0.95,0.05,0.5059539205824592,0.4940460794175409
self_assembly,W4,S40,S991,0.05,0.95,0.015880902266506472,0.9841190977334936
self_assembly,W4,S40,S991,0.95,0.05,0.2941181963340274,0.7058818036659725
self_assembly,W4,S418,S420,0.05,0.95,0.20417314514951337,0.7958268548504867
self_assembly,W4,S418,S420,0.95,0.05,0.7916678203246855,0.20833217967531448
self_assembly,W4,S418,S503,0.05,0.95,0.0010410496652486852,0.9989589503347512
self_assembly,W4,S418,S503,0.95,0.05,0.10539128263661006,0.8946087173633899
self_assembly,W4,S418,S839,0.05,0.95,0.07627696003729136,0.9237230399627088
self_assembly,W4,S418,S839,0.95,0.05,0.46715418393657,0.5328458160634301
self_assembly,W4,S418,S991,0.05,0.95,0.0020556837853433355,0.9979443162146567
self_assembly,W4,S418,S991,0.95,0.05,0.17951761000116,0.8204823899988399
self_assembly,W4,S420,S503,0.05,0.95,0.00131888244899424,0.9986811175510057
self_assembly,W4,S420,S503,0.95,0.05,0.10311402972562307,0.896885970274377
self_assembly,W4,S420,S839,0.05,0.95,0.08465627090006687,0.9153437290999331
self_assembly,W4,S420,S839,0.95,0.05,0.3305740106466389,0.6694259893533611
self_assembly,W4,S420,S991,0.05,0.95,0.0025771105724609602,0.9974228894275391
self_assembly,W4,S420,S991,0.95,0.05,0.1889777319233084,0.8110222680766916
self_assembly,W4,S503,S839,0.05,0.95,0.8886823626600578,0.11131763733994217
self_assembly,W4,S503,S839,0.95,0.05,0.9993178778821903,6.8212211780967e-4
self_assembly,W4,S503,S991,0.05,0.95,0.10653809759834183,0.8934619024016582
self_assembly,W4,S503,S991,0.95,0.05,0.9762225333907798,0.023777466609220164
self_assembly,W4,S839,S991,0.05,0.95,0.00128050210110556,0.9987194978988944
self_assembly,W4,S839,S991,0.95,0.05,0.2072450571147795,0.7927549428852204
self_assembly,W5,S104,S335,0.05,0.95,0.5795876328727725,0.42041236712722746
self_assembly,W5,S104,S335,0.95,0.05,0.8479713771720887,0.1520286228279113
self_assembly,W5,S104,S454,0.05,0.95,0.8113290159661127,0.18867098403388727
self_assembly,W5,S104,S454,0.95,0.05,0.9893108986290298,0.010689101370970316
self_assembly,W5,S104,S538,0.05,0.95,0.6059922621339641,0.3940077378660359
self_assembly,W5,S104,S538,0.95,0.05,0.6151722240058707,0.3848277759941292
self_assembly,W5,S104,S552,0.05,0.95,0.5154273414627474,0.48457265853725273
self_assembly,W5,S104,S552,0.95,0.05,0.5392361840243224,0.4607638159756777
self_assembly,W5,S104,S839,0.05,0.95,0.5223097112860893,0.4776902887139108
self_assembly,W5,S104,S839,0.95,0.05,0.5335138547107846,0.46648614528921534
self_assembly,W5,S335,S454,0.05,0.95,0.3363575860786502,0.6636424139213499
self_assembly,W5,S335,S454,0.95,0.05,0.8861819493762224,0.1138180506237776
self_assembly,W5,S335,S538,0.05,0.95,0.7036031762763079,0.2963968237236921
self_assembly,W5,S335,S538,0.95,0.05,0.7599671876653847,0.24003281233461524
self_assembly,W5,S335,S552,0.05,0.95,0.49001896133993467,0.5099810386600653
self_assembly,W5,S335,S552,0.95,0.05,0.6173827834501343,0.3826172165498657
self_assembly,W5,S335,S839,0.05,0.95,0.4951546973007259,0.5048453026992741
self_assembly,W5,S335,S839,0.95,0.05,0.6275743304983483,0.37242566950165185
self_assembly,W5,S454,S538,0.05,0.95,0.5404381012128817,0.4595618987871184
self_assembly,W5,S454,S538,0.95,0.05,0.5630584342070887,0.43694156579291127
self_assembly,W5,S454,S552,0.05,0.95,0.346271283382463,0.6537287166175372
self_assembly,W5,S454,S552,0.95,0.05,0.4237068323416784,0.5762931676583215
self_assembly,W5,S454,S839,0.05,0.95,0.37217104915549765,0.6278289508445024
self_assembly,W5,S454,S839,0.95,0.05,0.48476095443166506,0.515239045568335
self_assembly,W5,S538,S552,0.05,0.95,0.0015449841908594423,0.9984550158091405
self_assembly,W5,S538,S552,0.95,0.05,0.25192663516984926,0.7480733648301506
self_assembly,W5,S538,S839,0.05,0.95,0.0013432015072704162,0.9986567984927296
self_assembly,W5,S538,S839,0.95,0.05,0.2215686980958729,0.7784313019041271
self_assembly,W5,S552,S839,0.05,0.95,0.04376904079462081,0.9562309592053793
self_assembly,W5,S552,S839,0.95,0.05,0.9407663626970935,0.059233637302906435
self_assembly,W6,S27,S92,0.05,0.95,0.33955190306229566,0.6604480969377043
self_assembly,W6,S27,S92,0.95,0.05,0.961330435714773,0.03866956428522701
self_assembly,W6,S27,S107,0.05,0.95,0.13932767344138583,0.8606723265586143
self_assembly,W6,S27,S107,0.95,0.05,0.5024695073377118,0.49753049266228827
self_assembly,W6,S27,S200,0.05,0.95,0.355687743763495,0.644312256236505
self_assembly,W6,S27,S200,0.95,0.05,0.7814602883955138,0.21853971160448615
self_assembly,W6,S27,S299,0.05,0.95,0.19099598181337757,0.8090040181866225
self_assembly,W6,S27,S299,0.95,0.05,0.8895424022683512,0.11045759773164866
self_assembly,W6,S27,S335,0.05,0.95,0.08937776054326546,0.9106222394567345
self_assembly,W6,S27,S335,0.95,0.05,0.45032161195247183,0.5496783880475281
self_assembly,W6,S27,S337,0.05,0.95,0.11718536951186255,0.8828146304881375
self_assembly,W6,S27,S337,0.95,0.05,0.424058110532534,0.5759418894674659
self_assembly,W6,S27,S643,0.05,0.95,0.6204611154198689,0.3795388845801312
self_assembly,W6,S27,S643,0.95,0.05,0.6574359969652593,0.3425640030347407
self_assembly,W6,S27,S664,0.05,0.95,0.7455117179101268,0.2544882820898731
self_assembly,W6,S27,S664,0.95,0.05,0.7877720784412364,0.21222792155876355
self_assembly,W6,S27,S735,0.05,0.95,0.6192317700155225,0.3807682299844775
self_assembly,W6,S27,S735,0.95,0.05,0.653297602561105,0.346702397438895
self_assembly,W6,S27,S791,0.05,0.95,0.6154364857550996,0.38456351424490054
self_assembly,W6,S27,S791,0.95,0.05,0.7180067443670224,0.2819932556329776
self_assembly,W6,S92,S107,0.05,0.95,0.05257690208300318,0.9474230979169967
self_assembly,W6,S92,S107,0.95,0.05,0.4179481143179999,0.5820518856820001
self_assembly,W6,S92,S200,0.05,0.95,0.11977026728517783,0.8802297327148222
self_assembly,W6,S92,S200,0.95,0.05,0.4668363765688027,0.5331636234311973
self_assembly,W6,S92,S299,0.05,0.95,0.12308109168714436,0.8769189083128556
self_assembly,W6,S92,S299,0.95,0.05,0.6915016557738436,0.3084983442261564
self_assembly,W6,S92,S335,0.05,0.95,0.01674567089097417,0.9832543291090258
self_assembly,W6,S92,S335,0.95,0.05,0.37529529912486254,0.6247047008751375
self_assembly,W6,S92,S337,0.05,0.95,0.010333440791823863,0.9896665592081763
self_assembly,W6,S92,S337,0.95,0.05,0.34008484520263554,0.6599151547973643
self_assembly,W6,S92,S643,0.05,0.95,0.552615456428509,0.4473845435714911
self_assembly,W6,S92,S643,0.95,0.05,0.5906166088951813,0.4093833911048186
self_assembly,W6,S92,S664,0.05,0.95,0.5474764756201882,0.45252352437981175
self_assembly,W6,S92,S664,0.95,0.05,0.5903893288544728,0.40961067114552713
self_assembly,W6,S92,S735,0.05,0.95,0.5883978976056063,0.4116021023943936
self_assembly,W6,S92,S735,0.95,0.05,0.6114957773400167,0.3885042226599832
self_assembly,W6,S92,S791,0.05,0.95,0.5750070390399721,0.424992960960028
self_assembly,W6,S92,S791,0.95,0.05,0.647369861407041,0.35263013859295894
self_assembly,W6,S107,S200,0.05,0.95,0.30014312001635657,0.6998568799836434
self_assembly,W6,S107,S200,0.95,0.05,0.708769461559976,0.2912305384400241
self_assembly,W6,S107,S299,0.05,0.95,0.4262876029552123,0.5737123970447878
self_assembly,W6,S107,S299,0.95,0.05,0.9229860952011701,0.0770139047988298
self_assembly,W6,S107,S335,0.05,0.95,0.19745862666322656,0.8025413733367734
self_assembly,W6,S107,S335,0.95,0.05,0.7256470265497347,0.2743529734502653
self_assembly,W6,S107,S337,0.05,0.95,0.13938202951875234,0.8606179704812477
self_assembly,W6,S107,S337,0.95,0.05,0.6291779286703144,0.37082207132968553
self_assembly,W6,S107,S643,0.05,0.95,0.7018572276306716,0.2981427723693285
self_assembly,W6,S107,S643,0.95,0.05,0.7403425729070561,0.259657427092944
self_assembly,W6,S107,S664,0.05,0.95,0.7177787897022232,0.28222121029777686
self_assembly,W6,S107,S664,0.95,0.05,0.7675919579620746,0.2324080420379255
self_assembly,W6,S107,S735,0.05,0.95,0.6893797479453803,0.3106202520546198
self_assembly,W6,S107,S735,0.95,0.05,0.7072729734681036,0.2927270265318964
self_assembly,W6,S107,S791,0.05,0.95,0.7156468601752835,0.2843531398247166
self_assembly,W6,S107,S791,0.95,0.05,0.7562712491058295,0.2437287508941704
self_assembly,W6,S200,S299,0.05,0.95,0.40958773803327536,0.5904122619667247
self_assembly,W6,S200,S299,0.95,0.05,0.8845063833232868,0.11549361667671325
self_assembly,W6,S200,S335,0.05,0.95,0.18345095951762555,0.8165490404823743
self_assembly,W6,S200,S335,0.95,0.05,0.597491989739958,0.40250801026004196
self_assembly,W6,S200,S337,0.05,0.95,0.14482982282456558,0.8551701771754344
self_assembly,W6,S200,S337,0.95,0.05,0.6074301098938314,0.3925698901061686
self_assembly,W6,S200,S643,0.05,0.95,0.6672319864323256,0.3327680135676744
self_assembly,W6,S200,S643,0.95,0.05,0.6746912840187027,0.3253087159812972
self_assembly,W6,S200,S664,0.05,0.95,0.6841956847516073,0.31580431524839264
self_assembly,W6,S200,S664,0.95,0.05,0.7036893922927685,0.29631060770723144
self_assembly,W6,S200,S735,0.05,0.95,0.6392455311675501,0.3607544688324499
self_assembly,W6,S200,S735,0.95,0.05,0.6444170186166164,0.3555829813833837
self_assembly,W6,S200,S791,0.05,0.95,0.6596038094001979,0.3403961905998021
self_assembly,W6,S200,S791,0.95,0.05,0.6843200946124373,0.3156799053875627
self_assembly,W6,S299,S335,0.05,0.95,0.12746805489824892,0.8725319451017511
self_assembly,W6,S299,S335,0.95,0.05,0.7038993593909573,0.29610064060904284
self_assembly,W6,S299,S337,0.05,0.95,0.06959779862240836,0.9304022013775916
self_assembly,W6,S299,S337,0.95,0.05,0.5468544783026436,0.4531455216973565
self_assembly,W6,S299,S643,0.05,0.95,0.6509082401697833,0.3490917598302168
self_assembly,W6,S299,S643,0.95,0.05,0.6695876633140643,0.3304123366859358
self_assembly,W6,S299,S664,0.05,0.95,0.6658334529670571,0.33416654703294285
self_assembly,W6,S299,S664,0.95,0.05,0.6960557236808737,0.3039442763191263
self_assembly,W6,S299,S735,0.05,0.95,0.6817565621134326,0.3182434378865674
self_assembly,W6,S299,S735,0.95,0.05,0.7058444585717313,0.29415554142826866
self_assembly,W6,S299,S791,0.05,0.95,0.7042656449553001,0.29573435504469986
self_assembly,W6,S299,S791,0.95,0.05,0.75284273210298,0.24715726789701994
self_assembly,W6,S335,S337,0.05,0.95,0.08088656110716082,0.9191134388928393
self_assembly,W6,S335,S337,0.95,0.05,0.8025523359179381,0.197447664082062
self_assembly,W6,S335,S643,0.05,0.95,0.731499184367929,0.26850081563207095
self_assembly,W6,S335,S643,0.95,0.05,0.748405324067981,0.251594675932019
self_assembly,W6,S335,S664,0.05,0.95,0.7539636092785699,0.24603639072143013
self_assembly,W6,S335,S664,0.95,0.05,0.782847185796965,0.21715281420303514
self_assembly,W6,S335,S735,0.05,0.95,0.7009583209236322,0.29904167907636786
self_assembly,W6,S335,S735,0.95,0.05,0.7208751699039768,0.2791248300960232
self_assembly,W6,S335,S791,0.05,0.95,0.729705502386037,0.27029449761396296
self_assembly,W6,S335,S791,0.95,0.05,0.7695352096536769,0.230464790346323
self_assembly,W6,S337,S643,0.05,0.95,0.7773497626008845,0.22265023739911557
self_assembly,W6,S337,S643,0.95,0.05,0.8070494423064379,0.19295055769356206
self_assembly,W6,S337,S664,0.05,0.95,0.759673820438963,0.24032617956103694
self_assembly,W6,S337,S664,0.95,0.05,0.7846550717113375,0.21534492828866245
self_assembly,W6,S337,S735,0.05,0.95,0.7230927868533013,0.2769072131466987
self_assembly,W6,S337,S735,0.95,0.05,0.7342017693369045,0.26579823066309555
self_assembly,W6,S337,S791,0.05,0.95,0.7909419637744,0.2090580362256001
self_assembly,W6,S337,S791,0.95,0.05,0.8591470350648709,0.1408529649351292
self_assembly,W6,S643,S664,0.05,0.95,0.04766140989351665,0.9523385901064834
self_assembly,W6,S643,S664,0.95,0.05,0.9459612430261704,0.0540387569738296
self_assembly,W6,S643,S735,0.05,0.95,0.08789232830158146,0.9121076716984186
self_assembly,W6,S643,S735,0.95,0.05,0.9696746492283923,0.03032535077160771
self_assembly,W6,S643,S791,0.05,0.95,0.01367191027470245,0.9863280897252975
self_assembly,W6,S643,S791,0.95,0.05,0.8124044806444073,0.1875955193555927
self_assembly,W6,S664,S735,0.05,0.95,0.09178700523315411,0.9082129947668459
self_assembly,W6,S664,S735,0.95,0.05,0.9719878137553584,0.02801218624464156
self_assembly,W6,S664,S791,0.05,0.95,0.014566833136158796,0.9854331668638411
self_assembly,W6,S664,S791,0.95,0.05,0.8242265121339363,0.17577348786606364
self_assembly,W6,S735,S791,0.05,0.95,0.008191539323001337,0.9918084606769987
self_assembly,W6,S735,S791,0.95,0.05,0.7074485800441064,0.29255141995589357
self_assembly,W7,S219,S614,0.05,0.95,0.8131418289817951,0.18685817101820495
self_assembly,W7,S219,S614,0.95,0.05,0.8644039564379368,0.13559604356206323
self_assembly,W7,S219,S732,0.05,0.95,0.8620603446928858,0.13793965530711416
self_assembly,W7,S219,S732,0.95,0.05,0.8665999640431169,0.133400035956883
self_assembly,W7,S219,S894,0.05,0.95,0.8390926519580112,0.1609073480419888
self_assembly,W7,S219,S894,0.95,0.05,0.8803668327356964,0.11963316726430363
self_assembly,W7,S614,S732,0.05,0.95,0.9999729507975007,2.7049202499346313e-5
self_assembly,W7,S614,S732,0.95,0.05,1,0
self_assembly,W7,S614,S894,0.05,0.95,0.29158359120557903,0.7084164087944209
self_assembly,W7,S614,S894,0.95,0.05,0.9919844196593602,0.008015580340639624
self_assembly,W7,S732,S894,0.05,0.95,0,1
self_assembly,W7,S732,S894,0.95,0.05,6.317518478741552e-5,0.9999368248152126
self_assembly,W8,S55,S132,0.05,0.95,0.41075210747044477,0.5892478925295552
self_assembly,W8,S55,S132,0.95,0.05,0.6108474406323635,0.38915255936763654
self_assembly,W8,S55,S180,0.05,0.95,0.399570118531186,0.6004298814688139
self_assembly,W8,S55,S180,0.95,0.05,0.563854538500765,0.4361454614992351
self_assembly,W8,S55,S246,0.05,0.95,0.07422976784551964,0.9257702321544804
self_assembly,W8,S55,S246,0.95,0.05,0.3888260316625005,0.6111739683374995
self_assembly,W8,S55,S315,0.05,0.95,0.39298946341110774,0.6070105365888924
self_assembly,W8,S55,S315,0.95,0.05,0.46139728809935315,0.5386027119006467
self_assembly,W8,S55,S427,0.05,0.95,0.24620620203493418,0.7537937979650657
self_assembly,W8,S55,S427,0.95,0.05,0.5401176953147889,0.459882304685211
self_assembly,W8,S55,S617,0.05,0.95,0.46867226303485116,0.5313277369651489
self_assembly,W8,S55,S617,0.95,0.05,0.5766126375436517,0.42338736245634845
self_assembly,W8,S55,S733,0.05,0.95,0.46851074339343046,0.5314892566065695
self_assembly,W8,S55,S733,0.95,0.05,0.48790173699713646,0.5120982630028635
self_assembly,W8,S55,S935,0.05,0.95,0.5371042583428933,0.46289574165710673
self_assembly,W8,S55,S935,0.95,0.05,0.6450989320663614,0.35490106793363857
self_assembly,W8,S132,S180,0.05,0.95,0.3302740748819221,0.6697259251180779
self_assembly,W8,S132,S180,0.95,0.05,0.5931751221615407,0.4068248778384594
self_assembly,W8,S132,S246,0.05,0.95,0.026076719135287463,0.9739232808647125
self_assembly,W8,S132,S246,0.95,0.05,0.4232772072431687,0.5767227927568314
self_assembly,W8,S132,S315,0.05,0.95,0.36411707281799116,0.6358829271820089
self_assembly,W8,S132,S315,0.95,0.05,0.42374810318664646,0.5762518968133536
self_assembly,W8,S132,S427,0.05,0.95,0.2672067023608067,0.7327932976391932
self_assembly,W8,S132,S427,0.95,0.05,0.7007532030052421,0.2992467969947578
self_assembly,W8,S132,S617,0.05,0.95,0.49679821041307354,0.5032017895869264
self_assembly,W8,S132,S617,0.95,0.05,0.5475203269337192,0.4524796730662807
self_assembly,W8,S132,S733,0.05,0.95,0.4859373815480251,0.5140626184519748
self_assembly,W8,S132,S733,0.95,0.05,0.5003321756241959,0.4996678243758041
self_assembly,W8,S132,S935,0.05,0.95,0.5222502454382343,0.4777497545617658
