Fermenter,Strain,SourceType,Source,SourceCarbon,MetaboliteType,Metabolite,MetaboliteCarbon,Replicate,MetaboliteConc
respirator,Pputida,acid,pyruvate,3,acid,fumarate,4,2,0.0964
respirator,Pputida,acid,pyruvate,3,acid,hippurate,9,2,0
respirator,Pputida,acid,pyruvate,3,acid,acetate,2,2,0
respirator,Pputida,acid,pyruvate,3,acid,putrescine,4,2,0
respirator,Pputida,acid,pyruvate,3,acid,lactate,3,2,0
respirator,Pputida,acid,pyruvate,3,acid,alpha-ketoglutarate,5,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,serine,3,1,0.408
respirator,Pseudomonas,acid,pyruvate,3,acid,pyruvate,3,1,423
respirator,Pseudomonas,acid,pyruvate,3,acid,lactate,3,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,alanine,3,1,0
respirator,Pseudomonas,acid,pyruvate,3,sugar,glucose,6,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,succinate,4,1,0.372
respirator,Pseudomonas,acid,pyruvate,3,acid,beta-hydroxybutyrate,4,1,5.48
respirator,Pseudomonas,acid,pyruvate,3,acid,acetyl-ornithine,7,1,1.66
respirator,Pseudomonas,acid,pyruvate,3,acid,alpha-ketoglutarate,5,1,0.33
respirator,Pseudomonas,acid,pyruvate,3,acid,fumarate,4,1,0.123
respirator,Pseudomonas,acid,pyruvate,3,acid,propionate,3,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,valerate,5,1,0.415
respirator,Pseudomonas,acid,pyruvate,3,acid,butyrate,4,1,0.502
respirator,Pseudomonas,acid,pyruvate,3,acid,asparagine,4,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,valine,5,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,hippurate,9,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,acetate,2,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,methionine,5,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,glycine,2,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,citrate,6,1,3.507
respirator,Pseudomonas,acid,pyruvate,3,acid,putrescine,4,1,0
respirator,Pseudomonas,acid,pyruvate,3,acid,succinate,4,2,0.511
respirator,Pseudomonas,acid,pyruvate,3,acid,valine,5,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,asparagine,4,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,butyrate,4,2,1.22
respirator,Pseudomonas,acid,pyruvate,3,acid,glycine,2,2,0
respirator,Pseudomonas,acid,pyruvate,3,sugar,glucose,6,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,alanine,3,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,beta-hydroxybutyrate,4,2,27.9
respirator,Pseudomonas,acid,pyruvate,3,acid,lactate,3,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,serine,3,2,1.24
respirator,Pseudomonas,acid,pyruvate,3,acid,acetate,2,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,methionine,5,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,alpha-ketoglutarate,5,2,0.329
respirator,Pseudomonas,acid,pyruvate,3,acid,acetyl-ornithine,7,2,4.14
respirator,Pseudomonas,acid,pyruvate,3,acid,hippurate,9,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,citrate,6,2,10.887
respirator,Pseudomonas,acid,pyruvate,3,acid,pyruvate,3,2,382
respirator,Pseudomonas,acid,pyruvate,3,acid,fumarate,4,2,1.25
respirator,Pseudomonas,acid,pyruvate,3,acid,propionate,3,2,1.46
respirator,Pseudomonas,acid,pyruvate,3,acid,putrescine,4,2,0
respirator,Pseudomonas,acid,pyruvate,3,acid,valerate,5,2,0.107
respirator,Pputida,acid,succinate,4,acid,valine,5,1,0
respirator,Pputida,acid,succinate,4,acid,lactate,3,1,0
respirator,Pputida,acid,succinate,4,acid,beta-hydroxybutyrate,4,1,0.872
respirator,Pputida,acid,succinate,4,acid,alpha-ketoglutarate,5,1,0
respirator,Pputida,acid,succinate,4,acid,serine,3,1,0
respirator,Pputida,acid,succinate,4,acid,acetate,2,1,106.8
respirator,Pputida,acid,succinate,4,acid,asparagine,4,1,0
respirator,Pputida,acid,succinate,4,acid,butyrate,4,1,6.69
respirator,Pputida,acid,succinate,4,acid,glycine,2,1,0
respirator,Pputida,acid,succinate,4,sugar,glucose,6,1,0
respirator,Pputida,acid,succinate,4,acid,alanine,3,1,0
respirator,Pputida,acid,succinate,4,acid,succinate,4,1,376
respirator,Pputida,acid,succinate,4,acid,propionate,3,1,17
respirator,Pputida,acid,succinate,4,acid,fumarate,4,1,1.98
respirator,Pputida,acid,succinate,4,acid,valerate,5,1,1.56
respirator,Pputida,acid,succinate,4,acid,pyruvate,3,1,0
respirator,Pputida,acid,succinate,4,acid,putrescine,4,1,0
respirator,Pputida,acid,succinate,4,acid,acetyl-ornithine,7,1,1.58
respirator,Pputida,acid,succinate,4,acid,citrate,6,1,3.7470000000000003
respirator,Pputida,acid,succinate,4,acid,methionine,5,1,0
respirator,Pputida,acid,succinate,4,acid,hippurate,9,1,0.504
respirator,Pputida,acid,succinate,4,acid,pyruvate,3,2,0
respirator,Pputida,acid,succinate,4,acid,valine,5,2,0
respirator,Pputida,acid,succinate,4,acid,alanine,3,2,0
respirator,Pputida,acid,succinate,4,acid,beta-hydroxybutyrate,4,2,0.561
respirator,Pputida,acid,succinate,4,acid,lactate,3,2,0
respirator,Pputida,acid,succinate,4,acid,serine,3,2,0.66
respirator,Pputida,acid,succinate,4,acid,glycine,2,2,0
respirator,Pputida,acid,succinate,4,sugar,glucose,6,2,0
respirator,Pputida,acid,succinate,4,acid,alpha-ketoglutarate,5,2,0
respirator,Pputida,acid,succinate,4,acid,acetyl-ornithine,7,2,2.15
respirator,Pputida,acid,succinate,4,acid,fumarate,4,2,0.397
respirator,Pputida,acid,succinate,4,acid,acetate,2,2,188.8
respirator,Pputida,acid,succinate,4,acid,succinate,4,2,0.588
respirator,Pputida,acid,succinate,4,acid,butyrate,4,2,7.01
respirator,Pputida,acid,succinate,4,acid,putrescine,4,2,0
respirator,Pputida,acid,succinate,4,acid,hippurate,9,2,0.376
respirator,Pputida,acid,succinate,4,acid,asparagine,4,2,0
respirator,Pputida,acid,succinate,4,acid,propionate,3,2,17.6
respirator,Pputida,acid,succinate,4,acid,methionine,5,2,0
respirator,Pputida,acid,succinate,4,acid,valerate,5,2,1.63
respirator,Pputida,acid,succinate,4,acid,citrate,6,2,0.7769999999999999
respirator,Pseudomonas,acid,succinate,4,acid,pyruvate,3,1,0
respirator,Pseudomonas,acid,succinate,4,acid,asparagine,4,1,0
respirator,Pseudomonas,acid,succinate,4,acid,butyrate,4,1,7.06
respirator,Pseudomonas,acid,succinate,4,acid,serine,3,1,0
respirator,Pseudomonas,acid,succinate,4,acid,alanine,3,1,0
respirator,Pseudomonas,acid,succinate,4,acid,succinate,4,1,1680
respirator,Pseudomonas,acid,succinate,4,acid,lactate,3,1,0
respirator,Pseudomonas,acid,succinate,4,acid,valine,5,1,0
respirator,Pseudomonas,acid,succinate,4,acid,fumarate,4,1,10.5
respirator,Pseudomonas,acid,succinate,4,acid,alpha-ketoglutarate,5,1,0.439
respirator,Pseudomonas,acid,succinate,4,acid,beta-hydroxybutyrate,4,1,1.15
respirator,Pseudomonas,acid,succinate,4,acid,valerate,5,1,1.38
respirator,Pseudomonas,acid,succinate,4,acid,acetate,2,1,94.8
respirator,Pseudomonas,acid,succinate,4,acid,glycine,2,1,0
respirator,Pseudomonas,acid,succinate,4,acid,putrescine,4,1,0
respirator,Pseudomonas,acid,succinate,4,acid,acetyl-ornithine,7,1,1.25
respirator,Pseudomonas,acid,succinate,4,sugar,glucose,6,1,0
respirator,Pseudomonas,acid,succinate,4,acid,methionine,5,1,0
respirator,Pseudomonas,acid,succinate,4,acid,propionate,3,1,14.9
respirator,Pseudomonas,acid,succinate,4,acid,citrate,6,1,10.587
respirator,Pseudomonas,acid,succinate,4,acid,hippurate,9,1,0.511
respirator,Pseudomonas,acid,succinate,4,acid,valine,5,2,0
respirator,Pseudomonas,acid,succinate,4,acid,succinate,4,2,2780
respirator,Pseudomonas,acid,succinate,4,acid,beta-hydroxybutyrate,4,2,0.545
respirator,Pseudomonas,acid,succinate,4,acid,glycine,2,2,0
respirator,Pseudomonas,acid,succinate,4,acid,pyruvate,3,2,5.16
respirator,Pseudomonas,acid,succinate,4,acid,serine,3,2,0
respirator,Pseudomonas,acid,succinate,4,acid,lactate,3,2,0
respirator,Pseudomonas,acid,succinate,4,acid,fumarate,4,2,19.2
respirator,Pseudomonas,acid,succinate,4,acid,valerate,5,2,1.39
respirator,Pseudomonas,acid,succinate,4,acid,propionate,3,2,16.8
respirator,Pseudomonas,acid,succinate,4,acid,alpha-ketoglutarate,5,2,2.46
respirator,Pseudomonas,acid,succinate,4,acid,methionine,5,2,0
respirator,Pseudomonas,acid,succinate,4,acid,acetyl-ornithine,7,2,1.88
respirator,Pseudomonas,acid,succinate,4,acid,alanine,3,2,0
respirator,Pseudomonas,acid,succinate,4,acid,butyrate,4,2,6.41
respirator,Pseudomonas,acid,succinate,4,acid,asparagine,4,2,0
respirator,Pseudomonas,acid,succinate,4,acid,citrate,6,2,4.117
respirator,Pseudomonas,acid,succinate,4,acid,putrescine,4,2,0
respirator,Pseudomonas,acid,succinate,4,acid,acetate,2,2,229.8
respirator,Pseudomonas,acid,succinate,4,acid,hippurate,9,2,0.366
respirator,Pseudomonas,acid,succinate,4,sugar,glucose,6,2,0
respirator,Pputida,acid,fumarate,4,acid,serine,3,1,0
respirator,Pputida,acid,fumarate,4,acid,beta-hydroxybutyrate,4,1,0.623
respirator,Pputida,acid,fumarate,4,acid,alanine,3,1,0
respirator,Pputida,acid,fumarate,4,acid,succinate,4,1,0.384
respirator,Pputida,acid,fumarate,4,acid,propionate,3,1,18.3
respirator,Pputida,acid,fumarate,4,acid,lactate,3,1,0
respirator,Pputida,acid,fumarate,4,acid,pyruvate,3,1,0
respirator,Pputida,acid,fumarate,4,acid,valine,5,1,0
respirator,Pputida,acid,fumarate,4,acid,valerate,5,1,1.46
respirator,Pputida,acid,fumarate,4,acid,acetyl-ornithine,7,1,2.26
respirator,Pputida,acid,fumarate,4,sugar,glucose,6,1,0
respirator,Pputida,acid,fumarate,4,acid,glycine,2,1,0
respirator,Pputida,acid,fumarate,4,acid,hippurate,9,1,0.522
respirator,Pputida,acid,fumarate,4,acid,asparagine,4,1,0
respirator,Pputida,acid,fumarate,4,acid,alpha-ketoglutarate,5,1,0
respirator,Pputida,acid,fumarate,4,acid,fumarate,4,1,0.264
respirator,Pputida,acid,fumarate,4,acid,butyrate,4,1,7.23
respirator,Pputida,acid,fumarate,4,acid,putrescine,4,1,0
respirator,Pputida,acid,fumarate,4,acid,acetate,2,1,101.8
respirator,Pputida,acid,fumarate,4,acid,methionine,5,1,0
respirator,Pputida,acid,fumarate,4,acid,citrate,6,1,0.817
respirator,Pputida,acid,fumarate,4,acid,butyrate,4,2,7.6
respirator,Pputida,acid,fumarate,4,acid,alanine,3,2,0
respirator,Pputida,acid,fumarate,4,acid,valine,5,2,0
respirator,Pputida,acid,fumarate,4,acid,succinate,4,2,0.301
respirator,Pputida,acid,fumarate,4,acid,acetate,2,2,237.8
respirator,Pputida,acid,fumarate,4,acid,beta-hydroxybutyrate,4,2,0.595
respirator,Pputida,acid,fumarate,4,acid,serine,3,2,0
respirator,Pputida,acid,fumarate,4,sugar,glucose,6,2,0
respirator,Pputida,acid,fumarate,4,acid,asparagine,4,2,0
respirator,Pputida,acid,fumarate,4,acid,glycine,2,2,0
respirator,Pputida,acid,fumarate,4,acid,acetyl-ornithine,7,2,2.26
respirator,Pputida,acid,fumarate,4,acid,fumarate,4,2,0.294
respirator,Pputida,acid,fumarate,4,acid,propionate,3,2,19.5
respirator,Pputida,acid,fumarate,4,acid,pyruvate,3,2,0
respirator,Pputida,acid,fumarate,4,acid,lactate,3,2,0
respirator,Pputida,acid,fumarate,4,acid,putrescine,4,2,0
respirator,Pputida,acid,fumarate,4,acid,valerate,5,2,1.49
respirator,Pputida,acid,fumarate,4,acid,citrate,6,2,0.857
respirator,Pputida,acid,fumarate,4,acid,alpha-ketoglutarate,5,2,0
respirator,Pputida,acid,fumarate,4,acid,methionine,5,2,0
respirator,Pputida,acid,fumarate,4,acid,hippurate,9,2,0.395
respirator,Pseudomonas,acid,fumarate,4,acid,alanine,3,1,0
respirator,Pseudomonas,acid,fumarate,4,acid,propionate,3,1,18.4
respirator,Pseudomonas,acid,fumarate,4,acid,glycine,2,1,0
respirator,Pseudomonas,acid,fumarate,4,acid,valine,5,1,0
respirator,Pseudomonas,acid,fumarate,4,acid,beta-hydroxybutyrate,4,1,2.42
respirator,Pseudomonas,acid,fumarate,4,acid,acetyl-ornithine,7,1,1.16
respirator,Pseudomonas,acid,fumarate,4,acid,succinate,4,1,343
respirator,Pseudomonas,acid,fumarate,4,acid,lactate,3,1,40
respirator,Pseudomonas,acid,fumarate,4,acid,fumarate,4,1,627
respirator,Pseudomonas,acid,fumarate,4,sugar,glucose,6,1,0
respirator,Pseudomonas,acid,fumarate,4,acid,pyruvate,3,1,354
respirator,Pseudomonas,acid,fumarate,4,acid,alpha-ketoglutarate,5,1,1.05
respirator,Pseudomonas,acid,fumarate,4,acid,putrescine,4,1,0
respirator,Pseudomonas,acid,fumarate,4,acid,serine,3,1,0.385
respirator,Pseudomonas,acid,fumarate,4,acid,butyrate,4,1,11.6
respirator,Pseudomonas,acid,fumarate,4,acid,methionine,5,1,0
respirator,Pseudomonas,acid,fumarate,4,acid,hippurate,9,1,0.577
respirator,Pseudomonas,acid,fumarate,4,acid,acetate,2,1,141.8
respirator,Pseudomonas,acid,fumarate,4,acid,asparagine,4,1,0
respirator,Pseudomonas,acid,fumarate,4,acid,citrate,6,1,24.087
respirator,Pseudomonas,acid,fumarate,4,acid,valerate,5,1,1.69
respirator,Pseudomonas,acid,fumarate,4,acid,asparagine,4,2,0
respirator,Pseudomonas,acid,fumarate,4,acid,citrate,6,2,6.317
respirator,Pseudomonas,acid,fumarate,4,acid,serine,3,2,0
respirator,Pseudomonas,acid,fumarate,4,acid,beta-hydroxybutyrate,4,2,0.614
respirator,Pseudomonas,acid,fumarate,4,acid,acetyl-ornithine,7,2,2.4
respirator,Pseudomonas,acid,fumarate,4,acid,alanine,3,2,0
respirator,Pseudomonas,acid,fumarate,4,acid,succinate,4,2,298
respirator,Pseudomonas,acid,fumarate,4,acid,lactate,3,2,0
respirator,Pseudomonas,acid,fumarate,4,acid,fumarate,4,2,1640
respirator,Pseudomonas,acid,fumarate,4,acid,valine,5,2,0
respirator,Pseudomonas,acid,fumarate,4,acid,pyruvate,3,2,56.6
respirator,Pseudomonas,acid,fumarate,4,acid,alpha-ketoglutarate,5,2,0.973
respirator,Pseudomonas,acid,fumarate,4,acid,putrescine,4,2,0
respirator,Pseudomonas,acid,fumarate,4,acid,valerate,5,2,2.14
respirator,Pseudomonas,acid,fumarate,4,acid,acetate,2,2,245.8
respirator,Pseudomonas,acid,fumarate,4,acid,butyrate,4,2,11.1
respirator,Pseudomonas,acid,fumarate,4,acid,methionine,5,2,0
respirator,Pseudomonas,acid,fumarate,4,acid,hippurate,9,2,0.397
respirator,Pseudomonas,acid,fumarate,4,acid,propionate,3,2,18.5
respirator,Pseudomonas,acid,fumarate,4,acid,glycine,2,2,0
respirator,Pseudomonas,acid,fumarate,4,sugar,glucose,6,2,0
